rep,id,Cl,V1,Q,V2,S,R0,gamma,MTT
8,20,2.8123,0.464308,2.33768,5.06412,20.2639,981.751,0.440785,85.0779
9,20,2.82165,0.489707,2.36329,4.99093,20.1059,984.503,0.436723,85.4056
10,20,2.81074,0.461709,2.36598,5.0473,20.1102,986.415,0.436005,85.2168
1,21,2.82206,0.81492,2.2927,5.02558,19.8691,984.338,0.439546,84.9672
2,21,2.81774,0.744882,2.34593,5.01326,19.9547,983.509,0.433109,85.2995
3,21,2.81591,0.764143,2.31407,4.94478,19.9626,983.454,0.437929,85.3414
4,21,2.83163,0.746523,2.34583,4.91754,20.2582,984.181,0.437761,85.1177
5,21,2.82466,0.765602,2.34014,4.9428,20.3359,984.503,0.437232,85.1576
6,21,2.82029,0.752676,2.34998,5.01205,20.3385,985.56,0.439675,85.4301
7,21,2.81448,0.740689,2.3536,4.88692,20.1111,982.671,0.438163,85.2299
8,21,2.81878,0.707848,2.30961,4.9299,19.954,983.944,0.436411,85.476
9,21,2.82839,0.729118,2.32967,4.98331,20.0637,982.158,0.434043,85.1851
10,21,2.8295,0.73118,2.3525,4.9945,19.9857,986.376,0.436601,84.9987
1,22,2.81147,0.479229,2.36082,4.94149,19.8135,982.9,0.441807,85.0799
2,22,2.82094,0.467931,2.33165,4.9699,19.7916,984.288,0.436115,85.1317
3,22,2.81668,0.491051,2.35532,4.92932,19.982,984.428,0.438819,85.1555
4,22,2.80765,0.460666,2.39691,4.96848,19.8104,985.381,0.435149,85.0952
5,22,2.81384,0.466811,2.35938,4.92881,19.6934,981.308,0.439038,85.2439
6,22,2.81733,0.461019,2.34488,4.99871,20.0407,982.945,0.433271,84.989
7,22,2.82799,0.447093,2.33562,4.9558,19.9637,983.25,0.437893,85.1415
8,22,2.82388,0.505258,2.36519,4.92567,20.1144,981.498,0.437444,85.0294
9,22,2.81976,0.450457,2.36686,4.91238,19.8109,985.346,0.44206,85.06
10,22,2.81662,0.513034,2.34859,5.02473,19.9945,984.92,0.43712,85.1173
1,23,2.82656,1.23528,2.35144,4.97269,19.8515,979.949,0.437531,84.9507
2,23,2.81875,1.26616,2.35251,4.93359,20.1943,982.002,0.438225,85.2377
