id,importanceSampling
1,16427.032495
2,-308.500975
3,-83.981124
4,-292.873251
5,20073.920997
6,13967.537510
7,-193.571822
8,7795.867070
9,-501.186351
10,-43.218478
11,-404.813565
12,-304.802226
13,31692.291376
14,-326.370022
15,3790.620254
16,-233.359349
17,-0.472522
18,-226.460256
19,19897.211741
20,12468.842408
21,-126.639456
22,6870.745896
23,-429.604257
24,40.240512
25,-336.048950
26,-239.070052
27,30207.408563
28,-251.736478
29,3790.908420
30,-199.672484
31,40.382839
32,-181.387951
33,20374.239538
34,12417.687213
35,-86.130105
36,7243.912609
37,-392.138382
38,78.838189
39,-290.330967
40,-195.834059
41,38687.126874
42,-201.319371
43,3901.256251
44,-146.217798
45,193.676982
