rep,id,V,Cl
1,1,5.15509,2.95286
2,1,5.15509,2.84219
3,1,5.15509,2.94299
4,1,5.15509,2.88326
5,1,5.15509,2.95385
6,1,5.15509,2.96947
7,1,5.15509,2.92232
8,1,5.15509,3.05433
9,1,5.15509,3.03474
10,1,5.15509,2.86053
1,2,5.15509,3.73259
2,2,5.15509,3.75094
3,2,5.15509,3.63753
4,2,5.15509,3.70876
5,2,5.15509,3.65336
6,2,5.15509,3.60818
7,2,5.15509,3.60962
8,2,5.15509,3.69105
9,2,5.15509,3.61587
10,2,5.15509,3.61258
1,3,5.15509,1.63667
2,3,5.15509,1.56415
3,3,5.15509,1.50942
4,3,5.15509,1.54657
5,3,5.15509,1.59369
6,3,5.15509,1.58762
7,3,5.15509,1.56006
8,3,5.15509,1.55921
9,3,5.15509,1.63507
10,3,5.15509,1.61519
1,4,5.15509,2.18549
2,4,5.15509,2.12804
3,4,5.15509,2.1135
4,4,5.15509,2.19996
5,4,5.15509,2.21036
6,4,5.15509,2.16944
7,4,5.15509,2.15334
8,4,5.15509,2.18551
9,4,5.15509,2.08299
10,4,5.15509,2.1901
1,5,5.15509,5.01707
2,5,5.15509,5.00142
3,5,5.15509,4.94587
4,5,5.15509,4.9284
5,5,5.15509,5.0593
6,5,5.15509,4.88059
7,5,5.15509,4.93337
8,5,5.15509,5.08912
9,5,5.15509,4.99908
10,5,5.15509,4.98706
1,6,5.15509,1.99197
2,6,5.15509,2.02935
3,6,5.15509,2.06061
4,6,5.15509,2.04751
5,6,5.15509,2.10861
6,6,5.15509,2.01943
7,6,5.15509,2.03166
8,6,5.15509,2.11625
9,6,5.15509,2.0723
10,6,5.15509,2.07261
1,7,5.15509,2.5848
2,7,5.15509,2.57755
3,7,5.15509,2.61559
4,7,5.15509,2.52088
5,7,5.15509,2.615
6,7,5.15509,2.57554
7,7,5.15509,2.59265
8,7,5.15509,2.5623
9,7,5.15509,2.59412
10,7,5.15509,2.60305
1,8,5.15509,2.63393
2,8,5.15509,2.68108
3,8,5.15509,2.56713
4,8,5.15509,2.67307
5,8,5.15509,2.71286
6,8,5.15509,2.62167
7,8,5.15509,2.60529
8,8,5.15509,2.66847
9,8,5.15509,2.62293
10,8,5.15509,2.63502
1,9,5.15509,6.06123
2,9,5.15509,5.90361
3,9,5.15509,6.04952
4,9,5.15509,6.00415
5,9,5.15509,5.94212
6,9,5.15509,5.93822
7,9,5.15509,5.94485
8,9,5.15509,5.93392
9,9,5.15509,5.89602
10,9,5.15509,6.07912
1,10,5.15509,3.64434
2,10,5.15509,3.57317
3,10,5.15509,3.63813
4,10,5.15509,3.63144
5,10,5.15509,3.66397
6,10,5.15509,3.67003
7,10,5.15509,3.64922
8,10,5.15509,3.56785
9,10,5.15509,3.70059
10,10,5.15509,3.54348
1,11,5.15509,3.8857
2,11,5.15509,3.87157
3,11,5.15509,3.89038
4,11,5.15509,3.9009
5,11,5.15509,3.84944
6,11,5.15509,3.82939
7,11,5.15509,3.87311
8,11,5.15509,3.89856
9,11,5.15509,3.89284
10,11,5.15509,3.84106
1,12,5.15509,2.93052
2,12,5.15509,3.01659
