rep,id,V,Cl
1,1,6.39196,2.99886
2,1,6.39196,2.99886
1,2,6.39196,2.99886
2,2,6.39196,2.99886
1,3,6.39196,2.99886
2,3,6.39196,2.99886
1,4,6.39196,2.99886
2,4,6.39196,2.99886
1,5,6.39196,2.99886
2,5,6.39196,2.99886
1,6,6.39196,2.99886
2,6,6.39196,2.99886
1,7,6.39196,2.99886
2,7,6.39196,2.99886
1,8,6.39196,2.99886
2,8,6.39196,2.99886
1,9,6.39196,2.99886
2,9,6.39196,2.99886
1,10,6.39196,2.99886
2,10,6.39196,2.99886
1,11,6.39196,2.99886
2,11,6.39196,2.99886
1,12,6.39196,2.99886
2,12,6.39196,2.99886
1,13,6.39196,2.99886
2,13,6.39196,2.99886
1,14,6.39196,2.99886
2,14,6.39196,2.99886
1,15,6.39196,2.99886
2,15,6.39196,2.99886
1,16,6.39196,2.99886
2,16,6.39196,2.99886
1,17,6.39196,2.99886
2,17,6.39196,2.99886
1,18,6.39196,2.99886
2,18,6.39196,2.99886
1,19,6.39196,2.99886
2,19,6.39196,2.99886
1,20,6.39196,2.99886
2,20,6.39196,2.99886
1,21,6.39196,2.99886
2,21,6.39196,2.99886
1,22,6.39196,2.99886
2,22,6.39196,2.99886
1,23,6.39196,2.99886
2,23,6.39196,2.99886
1,24,6.39196,2.99886
2,24,6.39196,2.99886
1,25,6.39196,2.99886
2,25,6.39196,2.99886
1,26,6.39196,2.99886
2,26,6.39196,2.99886
1,27,6.39196,2.99886
2,27,6.39196,2.99886
1,28,6.39196,2.99886
2,28,6.39196,2.99886
1,29,6.39196,2.99886
2,29,6.39196,2.99886
1,30,6.39196,2.99886
2,30,6.39196,2.99886
1,31,6.39196,2.99886
2,31,6.39196,2.99886
1,32,6.39196,2.99886
2,32,6.39196,2.99886
1,33,6.39196,2.99886
2,33,6.39196,2.99886
1,34,6.39196,2.99886
2,34,6.39196,2.99886
1,35,6.39196,2.99886
2,35,6.39196,2.99886
1,36,6.39196,2.99886
2,36,6.39196,2.99886
1,37,6.39196,2.99886
2,37,6.39196,2.99886
1,38,6.39196,2.99886
2,38,6.39196,2.99886
1,39,6.39196,2.99886
2,39,6.39196,2.99886
1,40,6.39196,2.99886
2,40,6.39196,2.99886
1,41,6.39196,2.99886
2,41,6.39196,2.99886
1,42,6.39196,2.99886
2,42,6.39196,2.99886
1,43,6.39196,2.99886
2,43,6.39196,2.99886
1,44,6.39196,2.99886
2,44,6.39196,2.99886
1,45,6.39196,2.99886
2,45,6.39196,2.99886
