id,importanceSampling
1,-289.631605
2,-283.638347
3,-78.548944
4,-311.848083
5,-345.543901
6,-283.408327
7,-304.799476
8,-298.384651
9,-428.032524
10,-320.344680
11,-350.587305
12,-315.521636
13,-310.056312
14,-150.780631
15,-347.617097
16,-213.864453
17,24.337045
18,-239.255305
19,-271.921360
20,-213.944305
21,-236.074598
22,-231.584271
23,-361.592028
24,-254.574779
25,-278.138183
26,-247.394260
27,-239.600468
28,-91.972806
29,-280.249877
30,-241.587245
31,28.923175
32,-198.858212
33,-231.611783
34,-171.332935
35,-196.641948
36,-192.282229
37,-325.313820
38,-212.151017
39,-238.913554
40,-203.906663
41,-199.947664
42,-38.787703
43,-233.696218
44,-202.212618
45,-204.639378
