id,importanceSampling
1,-385.559740
2,-390.603081
3,-394.073967
4,-411.794877
5,-403.574116
6,-400.487085
7,-393.400708
8,-386.381174
9,-397.153823
10,-381.126150
11,-395.199500
12,-396.524659
13,-366.133581
14,-390.235356
15,-400.422365
16,-325.292373
17,-306.793227
18,-313.001412
19,-322.890671
20,-322.168107
21,-331.336101
22,-307.457061
23,-348.137078
24,-320.302460
25,-321.512512
26,-324.980192
27,-316.973521
28,-314.849133
29,-328.172709
30,-320.069773
31,-297.774271
32,-279.317656
33,-296.770765
34,-258.998458
35,-293.127981
36,-279.284832
37,-307.019419
38,-290.380059
39,-296.797025
40,-272.020898
41,-288.927403
42,-271.687159
43,-287.345273
44,-282.762957
45,-293.491331
