id,importanceSampling
1,-362.934691
2,-356.961266
3,-301.894695
4,-370.762956
5,-328.351210
6,-368.404120
7,-346.656129
8,-272.662404
9,-279.740872
10,-362.150179
11,-344.298712
12,-281.582884
13,-312.092589
14,-355.987682
15,-363.201341
16,-289.566605
17,-226.632391
18,-291.110591
19,-243.862583
20,-296.515906
21,-275.439887
22,-205.495369
23,-229.348473
24,-295.910309
25,-262.163317
26,-232.051219
27,-246.175269
28,-283.883351
29,-293.603956
30,-265.239230
31,-196.737320
32,-249.845381
33,-209.927253
34,-250.453558
35,-237.529847
36,-165.721992
37,-161.833296
38,-259.502576
39,-216.646500
40,-175.545009
41,-222.966942
42,-240.252167
43,-252.873060
44,-231.431447
45,-250.872009
