id,importanceSampling
1,-336.932702
2,-285.106567
3,-255.288251
4,-180.908978
5,-327.000191
6,-338.501530
7,-340.276439
8,-299.852943
9,-337.107695
10,-284.690738
11,-294.032728
12,-282.075471
13,-337.952732
14,-227.434223
15,-340.886293
16,-216.701840
17,-198.933461
18,-106.499546
19,-257.008826
20,-268.946739
21,-270.155179
22,-235.938428
23,-267.962927
24,-224.814660
25,-222.402373
26,-203.162039
27,-270.076426
28,-154.694425
29,-273.048609
30,-259.698162
31,-163.835725
32,-75.571130
33,-217.068249
34,-231.039641
35,-230.773409
36,-185.141025
37,-218.886730
38,-181.033454
39,-186.037131
40,-155.369928
41,-228.180143
42,-120.671525
43,-226.808450
44,-217.221565
45,-183.367562
