id,importanceSampling
1,-340.080593
2,-285.407280
3,-314.506172
4,-325.097274
5,-311.298536
6,-293.208271
7,-311.812938
8,-347.919339
9,-276.280342
10,-339.716521
11,-345.504565
12,-335.364047
13,-295.941743
14,-313.030814
15,-330.977812
16,-202.047339
17,-237.296577
18,-260.183735
19,-235.208966
20,-230.133456
21,-250.783977
22,-283.022361
23,-194.109361
24,-268.399568
25,-268.103038
26,-263.324692
27,-221.592864
28,-231.022040
29,-271.613637
30,-133.775807
31,-212.225087
32,-227.944223
33,-202.713939
34,-181.601561
35,-202.586237
36,-242.845202
37,-169.497447
38,-229.802329
39,-228.217007
40,-227.756300
41,-185.277866
42,-193.064334
43,-230.977491
44,-70.394318
45,-233.369119
