rep,id,eta_Cl,eta_V1,eta_Q,eta_V2,eta_R0,eta_kout,eta_IC50
10,29,0.00344544,-0.134232,-0.000280367,0.00292705,0.00100306,-0.0270243,-0.25708
1,30,-0.000367276,0.484745,-0.00182992,-0.00428533,0.00792901,-0.04967,-0.7286
2,30,0.0038177,0.472715,0.0155321,-0.00332686,0.000668932,-0.138388,-0.402804
3,30,-0.000429086,0.520057,0.00650145,-0.00859899,0.000176336,0.163112,-0.383588
4,30,-0.000454547,0.436016,0.00786974,-0.000623946,-0.00459608,-0.0118342,-0.161704
5,30,0.00235569,0.473302,0.0241532,0.00787798,0.00261068,-0.274306,-0.41443
6,30,0.00250584,0.452641,-0.00243213,0.00441507,0.00823633,0.253791,0.647322
7,30,0.00157496,0.441653,-0.00296058,0.00890987,0.0104666,-0.278094,-0.346956
8,30,0.00466681,0.476491,-0.00396312,-0.00506191,-0.0042533,0.0102143,-0.220366
9,30,0.00307715,0.410304,0.0109965,0.0105556,0.00445918,-0.0436181,0.207535
10,30,0.00211274,0.448483,-0.0105623,-0.0182704,0.0122672,-0.112312,-0.0461119
1,31,0.000303651,0.204514,0.000565721,0.0102513,0.00559542,-0.0674128,0.317199
2,31,0.000363941,0.183572,-0.0110581,0.00790967,0.0102028,0.153408,-0.431666
3,31,0.00153763,0.189231,-0.00826255,0.00870044,0.00304408,0.302587,-0.761845
4,31,-0.00479453,0.19436,-0.00236058,0.0161703,0.00731256,0.222569,0.833821
5,31,0.002519,0.187905,-0.00182924,-0.0215793,-0.00716015,0.182598,-0.254558
6,31,0.000363445,0.163307,0.00659942,0.0066638,-0.000540892,0.355036,-0.286923
7,31,5.65221e-05,0.154368,-0.00121893,0.0199973,0.00834143,0.136916,0.0850847
8,31,0.00414475,0.140961,-0.00721694,0.00118526,0.00568784,0.182024,-0.0743118
9,31,0.00170577,0.195297,-0.00656524,0.0046248,0.0020221,-0.049387,0.389328
10,31,7.4625e-05,0.120201,-0.00637497,4.7258e-05,-0.00117629,0.39279,0.0450277
1,32,0.00169207,-0.719474,0.0120576,0.0102272,-0.00255,0.449808,-0.241912
2,32,-0.00296067,-0.690034,0.00525857,0.0202389,-0.00322403,0.234989,-0.270429
3,32,-0.00236588,-0.776384,0.00223504,-0.0225398,-0.00318094,0.310391,0.233024
4,32,0.000668152,-0.728973,0.00947108,0.0124997,-2.14099e-05,0.308296,-0.287402
5,32,0.00209449,-0.741257,-0.00690238,-0.0041362,-0.00660705,0.119212,0.190842
6,32,-0.000435863,-0.78085,5.68732e-05,-0.0168008,0.000311627,-0.027542,-0.753068
7,32,0.00237642,-0.739834,-0.00805188,-0.00605176,-0.00201916,0.154579,-0.0286582
8,32,0.00121268,-0.807959,0.00805686,-0.00795096,0.0100937,0.236129,0.881435
9,32,-0.00101835,-0.659459,-0.00260997,0.0038997,-0.00513982,0.128568,-0.673513
10,32,-0.00184187,-0.802066,-0.00419812,-0.00407157,-0.00351911,0.311767,-0.433843
1,33,0.000720491,0.0758091,-0.00425264,-0.00327918,0.009166,0.256339,0.27393
2,33,-0.000700174,0.0929924,-0.00545782,-0.00366281,0.00618254,0.104584,-0.432511
3,33,-0.007583,0.0869611,-0.00748818,-0.00294719,0.00475647,0.401021,0.399094
4,33,-0.00293334,0.101185,-0.00921927,0.00928559,0.00685351,0.378067,0.135396
5,33,0.00107346,0.122063,-0.00898295,-0.00277327,0.00245395,0.217229,0.0680617
6,33,-0.000601103,0.161111,0.000312934,0.0253736,0.00242721,0.00880922,0.0824308
7,33,-0.00226231,0.146482,-0.00482877,0.00428644,0.0041268,0.315929,-0.318916
8,33,-0.00191368,0.112461,0.00115903,-0.00127405,-0.00233551,0.102073,0.00450377
9,33,-0.00041321,0.156075,-0.00400903,0.0169388,-0.00753315,0.386427,0.484237
10,33,-0.00349562,0.171509,-0.00412762,0.00788686,0.00479369,-0.325967,0.583991
1,34,-0.00275516,0.298235,0.00236994,0.00788186,-0.00669929,0.0486935,-0.0787187
2,34,0.00340313,0.289274,-0.0125923,0.00660547,0.00636031,0.474789,-0.229337
3,34,0.00464557,0.302992,-0.00797113,-0.00934951,-0.010158,0.411895,0.317768
4,34,0.0011652,0.304987,-0.0047417,-0.00590952,-0.00788676,0.33286,-0.403728
5,34,0.00291127,0.295661,-0.0112101,0.00540175,0.00476244,0.45388,-0.855712
6,34,0.00157018,0.300708,-0.00497231,0.00158354,-0.0038476,0.319384,0.465549
7,34,-0.00275095,0.286413,-0.0129622,-0.00481368,0.00126175,0.339084,-0.449079
8,34,0.000912399,0.333451,0.000248411,-0.00480091,-0.00130773,0.393629,0.385316
9,34,-0.000545037,0.309138,-0.00787702,-0.0102994,0.00506992,-0.0290175,-0.0854866
10,34,0.0013406,0.334993,-0.0166332,-0.00209022,-0.000210138,0.0453467,-0.109461
1,35,-0.00391446,-0.35323,0.00444111,-0.00615037,0.00859452,-0.0357055,-0.400569
2,35,0.00379746,-0.310591,0.0148099,0.00228278,-0.00550505,0.409587,-0.0192121
3,35,-0.00074454,-0.326422,0.00566743,-0.00269514,-0.00126839,0.334224,-0.161196
4,35,3.16454e-05,-0.334871,0.0050097,0.00215282,-0.00823998,-0.0473266,0.484455
5,35,0.00278769,-0.339498,0.00498964,-0.0187485,0.00575891,-0.168909,0.811034
6,35,0.000248158,-0.406171,-0.00493832,-0.0139277,0.00157901,0.174981,0.166546
7,35,-0.00067423,-0.400109,-0.00875423,-0.0106676,0.00358892,0.211463,0.435801
8,35,-0.00138716,-0.311063,-0.00450204,0.00685398,-0.000263468,0.18353,-0.448863
9,35,-0.00250116,-0.385924,0.00472423,0.00500533,-0.0145025,0.117411,-1.24494
10,35,0.00647373,-0.374464,-0.00239249,0.0169172,-0.00438913,0.280319,-0.50171
1,36,0.00152823,-0.483108,0.0119903,-0.010382,-0.00133942,0.112081,0.301171
2,36,-0.00114943,-0.50666,0.000935747,0.00194688,-0.00056218,0.171373,-0.00575072
3,36,-0.00177447,-0.506923,0.00604516,4.43199e-05,0.00550134,0.311356,0.295534
4,36,-0.00736693,-0.486704,-0.00144379,-0.00470466,0.0132637,0.130161,0.178914
5,36,-0.00345803,-0.525538,-0.0120987,-0.0127481,0.000381866,0.0612228,0.334509
6,36,-0.000822902,-0.468577,-0.00433582,0.00441701,-0.000744069,0.221522,0.132689
7,36,-0.000645726,-0.476183,0.0140309,-0.00748948,0.000450369,0.373391,-0.604176
8,36,-0.00232565,-0.547944,0.00082209,0.00052994,2.43992e-05,0.326557,0.128535
9,36,7.18675e-05,-0.477691,0.00770091,0.00862634,0.00542587,0.40451,0.361158
10,36,0.000183935,-0.426094,0.000115403,-0.00631324,-0.00833569,0.0625144,-0.205089
1,37,0.00120779,-0.170615,0.000979821,0.013066,-0.00225035,0.154341,-0.230416
2,37,0.00368029,-0.150073,-0.000864606,0.00557495,-0.00251712,0.183662,-0.0544917
3,37,-0.00442178,-0.11743,-0.00348061,0.00427394,0.00731819,0.274239,-0.640546
4,37,-0.000577162,-0.234416,-0.00932486,-0.00546195,0.00593946,0.147215,-0.234603
5,37,-0.00307935,-0.139008,0.0046589,0.000321712,0.00377491,0.292657,-0.524811
6,37,-0.00387606,-0.198185,0.00923572,0.00193018,0.00571459,0.223859,0.00888239
7,37,0.00206906,-0.133603,-0.010634,0.0138256,0.0033065,0.240011,-0.383729
8,37,0.00274562,-0.161493,-0.0228112,0.00011128,-0.00751981,0.190945,0.0389685
9,37,-0.00696828,-0.1579,-0.00278463,-0.00312386,-0.000369734,0.223114,0.182377
10,37,-0.000532117,-0.207663,-0.0024668,0.0103259,0.00234777,-0.162732,0.256552
1,38,0.00147485,-0.28125,0.0128568,-0.00523432,-0.000662686,0.300787,0.554514
2,38,0.001325,-0.294025,0.00461341,-0.0209693,0.00390523,0.426907,-0.308511
3,38,0.00213108,-0.266871,0.00285118,0.00125782,0.00541667,0.351193,0.232908
4,38,5.46114e-05,-0.249844,-0.00334084,0.0161886,-0.00793505,0.371513,-0.165557
5,38,0.00259493,-0.317264,0.0126143,-0.00809995,-0.00229828,0.233608,0.559379
6,38,0.00483687,-0.304787,-0.00575856,0.00811395,0.00485276,0.416491,-0.362225
7,38,-0.00151444,-0.326219,0.0106429,0.00415526,0.00733085,0.425616,0.823975
8,38,-0.00270099,-0.32591,0.0203673,-0.0189633,0.00617066,0.228925,-0.100344
9,38,-0.000311633,-0.268149,0.0042444,-0.0108084,0.00450808,0.357641,0.758124
10,38,-0.00224372,-0.366964,-0.00130807,-0.0049248,-0.00250062,0.391386,-0.281777
1,39,-0.000241236,-0.190812,-0.013767,-0.0225633,0.00661913,0.376136,-0.689415
2,39,-0.000308797,-0.14032,-0.00654654,0.00645581,0.00699905,0.257998,0.507674
3,39,0.00171092,-0.20746,-0.0108579,-0.00602412,-0.00283712,0.23888,-0.517613
4,39,-0.00113884,-0.118956,0.000849264,-0.0102,-0.00310988,0.305594,-0.230488
5,39,0.00139108,-0.156189,0.00133123,0.0202835,0.000903371,0.0887574,-0.315386
6,39,0.00276892,-0.18768,-0.000851329,-0.0116011,0.00206433,0.251667,-0.108494
7,39,-0.000903823,-0.157149,0.00530235,0.00496458,0.000357471,0.209843,-0.366798
8,39,0.00256962,-0.151957,-0.0186884,0.0025915,-0.00382471,0.109857,-0.182346
9,39,0.000333137,-0.12251,-0.013625,0.0166629,-0.00203109,-0.0874713,0.825301
10,39,0.00276102,-0.0765779,-0.005581,-0.00188758,-7.97481e-05,0.28015,0.438162
1,40,0.00241409,0.404176,0.0092757,0.0099394,0.00512116,0.173084,0.25631
2,40,-0.000433521,0.453179,0.00408318,-0.0215015,0.00153077,0.0966539,-0.509051
3,40,0.000107476,0.477606,-0.0176742,0.000485033,0.00438677,0.0434707,-0.490511
4,40,0.000245943,0.432125,0.0026199,0.00284111,-0.00132481,0.148682,0.307032
5,40,-0.001625,0.413908,-0.00342846,-0.0116804,0.00745514,0.412399,0.501756
6,40,-0.000287256,0.39488,0.0112055,0.00204056,-0.0013507,0.386954,-0.397722
7,40,0.000946654,0.438313,-0.00533818,0.00783895,-0.00205354,0.140231,-0.376876
8,40,-0.00188068,0.387849,-0.00790854,-0.00476134,-0.00376728,0.45769,-0.191179
9,40,-0.00239926,0.446087,0.00796259,-0.00275772,-0.00247044,0.284421,0.124185
10,40,-0.00324452,0.429518,0.00298336,0.00885041,0.00979529,0.181815,-0.242419
1,41,-0.00236296,0.109035,0.0249464,0.00732192,0.00263917,0.0870372,0.441094
2,41,-0.00250236,0.0849644,-0.0218043,0.0157575,0.00688265,-0.0175288,-0.521304
3,41,-0.000354813,0.124942,0.00617566,0.00980039,-0.000203166,0.302348,-0.471646
4,41,-0.00251434,0.128835,0.00133015,0.0136086,0.00992633,0.198826,0.523506
5,41,-0.0021971,0.126547,0.00353041,-0.0155278,-0.00611418,0.314804,0.337837
6,41,0.00351192,0.0768473,0.0097695,0.000145864,-0.00400711,0.327203,0.0787794
7,41,0.000853343,0.111274,-0.00128859,0.0159475,-0.00381733,-0.0524855,0.0466862
8,41,-0.00281247,0.0997774,-0.00312707,0.00031372,-0.0145147,0.276888,-0.296095
9,41,0.00445033,0.078599,0.00188224,0.00580306,0.00315404,-0.0186068,0.366785
10,41,-0.00100942,0.0559348,0.00658807,0.00608734,0.00930478,0.280295,0.570678
1,42,-0.00350259,0.111212,-0.00298328,0.0189573,0.00184805,0.41125,0.268836
2,42,0.00224442,0.123288,-0.00631254,-0.000863383,0.000742283,0.184762,0.375317
3,42,-0.00255206,0.0616249,-0.0146684,0.00227065,0.00840179,0.233203,0.0752846
4,42,-0.00155771,0.0903981,0.0104198,0.0125548,-0.00227733,0.0163473,0.00285599
5,42,-0.00100812,0.168633,0.00471254,0.00260686,0.0175543,0.423389,0.303463
6,42,-0.00168657,0.0489263,0.0125707,0.00879876,0.00818738,-0.141701,1.04762
7,42,-0.000367655,0.122884,0.00268878,0.00198602,0.00372225,0.36423,-0.248391
8,42,0.00372623,0.0949855,-0.00923096,0.0030861,-0.00185234,-0.0937199,-0.655156
9,42,-0.00159635,0.0221782,-0.000322502,-0.00527497,0.00258731,0.0190951,0.945012
10,42,-0.000695663,0.0624676,0.00278415,-0.00944193,0.00399237,0.274038,-0.41362
1,43,-0.00116751,-0.191292,-0.00653481,-0.00469793,0.00434481,0.498737,-0.0403282
2,43,0.00015114,-0.172944,0.00356516,-0.00287754,0.00397832,0.0378799,-1.02327
3,43,-0.00498542,-0.210108,0.00947767,0.00242317,0.00214591,0.19307,0.17683
4,43,-0.00347359,-0.200806,0.0126693,-0.00115669,-0.00387716,-0.0491257,-0.62982
5,43,-0.00383126,-0.172002,0.00203259,-0.0124881,0.00869661,0.0112634,0.167935
6,43,-0.00172138,-0.213367,-0.00404096,-0.000882796,-0.00133292,0.313463,0.17676
7,43,-0.000606089,-0.224406,0.00656419,0.00342221,0.00333303,0.25626,-0.137892
8,43,0.00230003,-0.269335,-0.0103376,-0.0193824,0.000118373,0.653161,-0.393034
9,43,-0.00069895,-0.222877,0.0110166,-0.00487219,-0.000576206,0.377425,0.176168
10,43,0.00190526,-0.197264,0.00671485,0.000463541,0.00171055,0.428867,-0.424573
1,44,-0.00154927,0.126361,0.00115625,0.000400076,-0.00585105,0.228063,0.517372
2,44,0.00373449,0.126711,0.0107006,-0.0020795,0.00203043,0.220749,-0.243977
3,44,-0.00294752,0.0315778,0.00216565,0.00344921,0.00462618,0.183518,-0.398564
4,44,0.000210379,0.112092,0.0156634,-0.00324577,-0.0094939,0.311281,-0.52336
5,44,-1.1014e-05,0.0703142,-0.0116062,-0.00611366,0.00326797,0.175614,-0.302635
6,44,0.00119569,0.128123,-2.45777e-07,-0.0151868,0.00105103,0.0986036,0.141173
7,44,-0.00162922,0.145595,0.00816241,-0.00483298,0.00378507,0.238793,-0.0458381
8,44,-0.00296077,0.111504,0.00585201,-0.00532039,0.00406997,0.0808032,-0.0466284
9,44,0.00279864,0.130594,0.0246671,-0.00455722,-0.000178721,0.276439,0.415197
10,44,-0.00604628,0.167685,0.00635592,0.012212,-0.000563871,0.569513,0.523797
1,45,-0.00585454,-0.37012,-0.000254367,-0.00520533,0.00899779,0.394758,0.448417
2,45,0.00341133,-0.309301,0.00673648,0.00806527,0.00562457,0.22498,-0.323651
3,45,-0.00349857,-0.321387,0.00713734,0.00678021,-0.00606687,0.302163,0.603152
4,45,-6.54685e-05,-0.345874,-0.00562003,4.3574e-05,0.00502947,0.179544,-0.853487
5,45,-0.00117651,-0.334876,0.00586957,0.00438798,-0.00321366,0.304796,0.0894468
6,45,-0.00474264,-0.369521,-0.00564435,0.0104166,0.00217829,0.286973,0.112304
7,45,0.00104013,-0.291065,0.00143299,-0.0111412,-0.000835672,0.204911,-0.374523
8,45,-0.00191069,-0.338202,0.00244335,0.00553464,0.00613799,0.466064,-0.0188986
9,45,1.76168e-05,-0.367161,0.00710004,-0.00302505,0.000962388,0.252025,0.18362
10,45,0.00390211,-0.391291,0.0111731,-0.0141367,0.0081075,0.0963569,-0.330988
