id,importanceSampling
1,-262.818051
2,-308.139832
3,-344.930298
4,-288.612266
5,-158.908465
6,-333.870325
7,-380.597071
8,-286.884775
9,-304.648812
10,-299.234941
11,-216.448851
12,-326.230626
13,-181.041134
14,-276.500449
15,-288.587428
16,-238.090842
17,-278.883074
18,-223.162457
19,-96.833895
20,-260.036937
21,-313.328839
22,-219.443864
23,-234.839327
24,-233.390355
25,-158.196317
26,-252.955055
27,-105.866554
28,-209.538220
29,-220.027152
30,-253.717390
31,-234.576621
32,-177.062288
33,-70.018139
34,-227.154211
35,-266.392588
36,-169.357293
37,-195.033271
38,-192.404640
39,-123.573555
40,-218.471006
41,-76.720395
42,-164.291001
43,-174.637336
44,-214.068939
45,-226.129554
