id,importanceSampling
1,-269.397855
2,-238.721565
3,-273.926878
4,-281.958550
5,-276.560605
6,-250.026620
7,-296.869790
8,-244.231710
9,-301.508904
10,-271.664385
11,-288.912753
12,-99.099964
13,-285.686649
14,-159.274882
15,-288.975375
16,-166.284804
17,-206.347398
18,-215.801603
19,-207.173088
20,-177.776383
21,-227.393616
22,-164.441179
23,-231.151262
24,-201.562504
25,-218.888643
26,-38.999547
27,-212.699886
28,-70.729328
29,-220.019487
30,-159.400095
31,-167.845756
32,-175.509475
33,-170.291692
34,-137.070010
35,-187.718924
36,-139.057589
37,-191.032346
38,-156.099453
39,-171.625741
40,12.145379
41,-172.633199
42,-48.201774
43,-175.794087
44,-118.783033
45,-185.606223
