id,importanceSampling
1,-368.134533
2,-344.066514
3,-311.911266
4,-327.241330
5,-308.379286
6,-335.718390
7,-309.382971
8,-358.536947
9,-333.353575
10,-343.887334
11,-371.174943
12,-367.702253
13,-283.342626
14,-356.228544
15,-332.163566
16,-261.801455
17,-240.342449
18,-268.928421
19,-235.045581
20,-286.735509
21,-242.692980
22,-292.909065
23,-251.774523
24,-275.821714
25,-295.489238
26,-289.737238
27,-216.695093
28,-273.765081
29,-281.225512
30,-226.615652
31,-209.596729
32,-231.811541
33,-206.909283
34,-230.917384
35,-199.536581
36,-254.830059
37,-232.469099
38,-234.303252
39,-255.845953
40,-250.298036
41,-171.196645
42,-227.193582
43,-235.618628
44,-146.432389
45,-239.551662
