id,importanceSampling
1,-192.761081
2,-260.947428
3,-210.707434
4,-260.744680
5,-155.846709
6,-214.153581
7,-172.585595
8,-212.724467
9,-264.505567
10,-260.904802
11,-198.729152
12,-205.943074
13,-177.488321
14,-238.070255
15,-259.542133
16,-193.849206
17,-136.791886
18,-191.590435
19,-86.329600
20,-145.297496
21,-103.930662
22,-144.300789
23,-196.285397
24,-194.917170
25,-135.159953
26,-135.856767
27,-104.994773
28,-170.052445
29,-187.302915
30,-156.669393
31,-105.086166
32,-151.922771
33,-54.690884
34,-103.376078
35,-64.829269
36,-102.008599
37,-155.400394
38,-152.786284
39,-98.315082
40,-96.461719
41,-70.209971
42,-127.146618
43,-147.858028
44,-112.783656
45,-113.125093
