id,importanceSampling
1,-347.119341
2,-347.063309
3,-300.804470
4,-333.204182
5,-255.179967
6,-349.923490
7,-339.956286
8,-283.670190
9,-176.034735
10,-347.021398
11,-296.292459
12,-288.192006
13,-313.689775
14,-347.018775
15,-327.961965
16,-277.757903
17,-220.987800
18,-259.412227
19,-171.860343
20,-277.950224
21,-266.695145
22,-220.190536
23,-124.457292
24,-276.560364
25,-211.878873
26,-232.593115
27,-252.980993
28,-273.648405
29,-262.257067
30,-261.072693
31,-199.401696
32,-210.544914
33,-132.540177
34,-235.316494
35,-231.534823
36,-164.110291
37,-67.183228
38,-236.742367
39,-171.260871
40,-184.944829
41,-221.169914
42,-234.837311
43,-220.058823
44,-221.254811
45,-213.953857
