rep,id,eta_V,eta_Cl
1,1,0,-0.198305
2,1,0,-0.176058
3,1,0,-0.185208
4,1,0,-0.159781
5,1,0,-0.166534
6,1,0,-0.188476
7,1,0,-0.181595
8,1,0,-0.150755
9,1,0,-0.195853
10,1,0,-0.200746
1,2,0,-0.527533
2,2,0,-0.523189
3,2,0,-0.528276
4,2,0,-0.501019
5,2,0,-0.527123
6,2,0,-0.484078
7,2,0,-0.485024
8,2,0,-0.476635
9,2,0,-0.484644
10,2,0,-0.493402
1,3,0,-0.0529305
2,3,0,-0.0533807
3,3,0,-0.0497834
4,3,0,-0.0544307
5,3,0,-0.0474434
6,3,0,-0.0329149
7,3,0,-0.0414605
8,3,0,-0.043591
9,3,0,-0.0599157
10,3,0,-0.0469525
1,4,0,-0.0765442
2,4,0,-0.0612765
3,4,0,-0.068314
4,4,0,-0.0719201
5,4,0,-0.0972075
6,4,0,-0.0804161
7,4,0,-0.0806396
8,4,0,-0.0777886
9,4,0,-0.0723377
10,4,0,-0.0870701
1,5,0,0.1992
2,5,0,0.189478
3,5,0,0.210092
4,5,0,0.212544
5,5,0,0.200717
6,5,0,0.217622
7,5,0,0.236831
8,5,0,0.201572
9,5,0,0.232626
10,5,0,0.202779
1,6,0,-0.474392
2,6,0,-0.437383
3,6,0,-0.444778
4,6,0,-0.444515
5,6,0,-0.44831
6,6,0,-0.440336
7,6,0,-0.444074
8,6,0,-0.456493
9,6,0,-0.433085
10,6,0,-0.447282
1,7,0,0.182019
2,7,0,0.171877
3,7,0,0.173599
4,7,0,0.185646
5,7,0,0.193488
6,7,0,0.189666
7,7,0,0.176418
8,7,0,0.168267
9,7,0,0.180473
10,7,0,0.183123
1,8,0,-0.114159
2,8,0,-0.135494
3,8,0,-0.149223
4,8,0,-0.125167
5,8,0,-0.134166
6,8,0,-0.132396
7,8,0,-0.123787
8,8,0,-0.136907
9,8,0,-0.132751
10,8,0,-0.111623
1,9,0,0.158967
2,9,0,0.180481
3,9,0,0.172507
4,9,0,0.169321
5,9,0,0.176106
6,9,0,0.18164
7,9,0,0.180969
8,9,0,0.18164
9,9,0,0.182046
10,9,0,0.171532
1,10,0,0.208954
2,10,0,0.168985
3,10,0,0.192913
4,10,0,0.179177
5,10,0,0.196878
6,10,0,0.178075
7,10,0,0.195248
8,10,0,0.183032
9,10,0,0.189389
