rep,id,eta_V,eta_Cl
1,1,0,-0.254415
2,1,0,-0.258479
3,1,0,-0.258601
4,1,0,-0.256577
5,1,0,-0.257416
6,1,0,-0.25154
7,1,0,-0.256448
8,1,0,-0.264763
9,1,0,-0.25571
10,1,0,-0.255467
1,2,0,0.107161
2,2,0,0.109566
3,2,0,0.106065
4,2,0,0.106257
5,2,0,0.109618
6,2,0,0.105174
7,2,0,0.098988
8,2,0,0.106295
9,2,0,0.10137
10,2,0,0.104045
1,3,0,0.198149
2,3,0,0.20349
3,3,0,0.200308
4,3,0,0.196815
5,3,0,0.200601
6,3,0,0.197729
7,3,0,0.196651
8,3,0,0.196105
9,3,0,0.200682
10,3,0,0.202191
1,4,0,0.11507
2,4,0,0.108523
3,4,0,0.110825
4,4,0,0.115259
5,4,0,0.119455
6,4,0,0.113212
7,4,0,0.118673
8,4,0,0.110006
9,4,0,0.114741
10,4,0,0.112065
1,5,0,-0.271089
2,5,0,-0.268838
3,5,0,-0.270488
4,5,0,-0.273127
5,5,0,-0.271
6,5,0,-0.269288
7,5,0,-0.2668
8,5,0,-0.268212
9,5,0,-0.271422
10,5,0,-0.265538
1,6,0,-0.249615
2,6,0,-0.245495
3,6,0,-0.247904
4,6,0,-0.245802
5,6,0,-0.239538
6,6,0,-0.238623
7,6,0,-0.244355
8,6,0,-0.242646
9,6,0,-0.245307
10,6,0,-0.243822
1,7,0,0.149431
2,7,0,0.151936
3,7,0,0.146419
4,7,0,0.151434
5,7,0,0.152553
6,7,0,0.149439
7,7,0,0.148596
8,7,0,0.15365
9,7,0,0.153723
10,7,0,0.154844
1,8,0,-0.217192
2,8,0,-0.210533
3,8,0,-0.209842
4,8,0,-0.219255
5,8,0,-0.206591
6,8,0,-0.215258
7,8,0,-0.221868
8,8,0,-0.212477
9,8,0,-0.214884
10,8,0,-0.217432
1,9,0,0.0297364
2,9,0,0.017214
3,9,0,0.0292871
4,9,0,0.0177064
5,9,0,0.0246004
6,9,0,0.0239924
7,9,0,0.0246895
8,9,0,0.0236973
9,9,0,0.0257326
10,9,0,0.0275657
1,10,0,0.224908
2,10,0,0.219806
3,10,0,0.223214
4,10,0,0.223481
5,10,0,0.227631
6,10,0,0.227811
7,10,0,0.224014
8,10,0,0.225102
9,10,0,0.22528
10,10,0,0.219566
1,11,0,0.0688298
2,11,0,0.0742123
3,11,0,0.0690601
4,11,0,0.0686954
5,11,0,0.0677684
6,11,0,0.065702
7,11,0,0.0697682
8,11,0,0.071032
9,11,0,0.0647815
10,11,0,0.0616534
1,12,0,0.107437
2,12,0,0.111375
3,12,0,0.102851
4,12,0,0.106937
5,12,0,0.107298
6,12,0,0.102869
7,12,0,0.107709
8,12,0,0.112691
9,12,0,0.0997508
10,12,0,0.111041
1,13,0,-0.294186
2,13,0,-0.301655
3,13,0,-0.300317
4,13,0,-0.291234
5,13,0,-0.294167
6,13,0,-0.297204
7,13,0,-0.296125
8,13,0,-0.289115
9,13,0,-0.302653
10,13,0,-0.291869
1,14,0,0.094894
2,14,0,0.101362
3,14,0,0.100773
4,14,0,0.102682
5,14,0,0.100043
6,14,0,0.0993834
7,14,0,0.102748
8,14,0,0.102713
9,14,0,0.100757
10,14,0,0.09831
1,15,0,-0.180527
2,15,0,-0.175421
3,15,0,-0.180342
4,15,0,-0.1737
5,15,0,-0.175163
6,15,0,-0.186009
7,15,0,-0.1824
8,15,0,-0.176371
9,15,0,-0.181366
10,15,0,-0.187907
1,16,0,0.108013
2,16,0,0.10784
3,16,0,0.113129
4,16,0,0.108085
5,16,0,0.107281
6,16,0,0.107367
7,16,0,0.106401
8,16,0,0.107715
9,16,0,0.110018
10,16,0,0.105175
1,17,0,0.208169
2,17,0,0.204745
3,17,0,0.208359
4,17,0,0.202454
5,17,0,0.207894
6,17,0,0.209217
7,17,0,0.211498
8,17,0,0.212206
