id,importanceSampling
1,-346.932860
2,-323.845567
3,-377.078822
4,-323.266034
5,-398.938037
6,-292.309798
7,-413.009563
8,-368.811305
9,-375.125852
10,-409.166941
11,-356.237921
12,-411.507251
13,-366.609241
14,-393.407633
15,-355.511634
16,-251.140255
17,-301.415395
18,-249.713683
19,-326.499486
20,-217.033096
21,-344.181893
22,-300.053030
23,-302.348362
24,-343.136010
25,-284.802824
26,-331.293530
27,-280.494773
28,-321.053605
29,-288.640842
30,-57.675260
31,-264.491314
32,-198.458093
33,-275.480426
34,-198.245700
35,-308.161372
36,-251.553593
37,-278.748845
38,-290.039309
39,-267.213364
40,-294.265423
41,-242.697334
42,-282.229774
43,-257.295590
44,-22.256879
45,-287.838457
