id,importanceSampling
1,-308.764513
2,-342.523826
3,-309.922418
4,-348.114998
5,-292.980237
6,-287.179951
7,-339.700142
8,-284.735846
9,-339.064267
10,-338.463077
11,-337.217757
12,-410.573196
13,-326.798435
14,-200.126088
15,-307.587197
16,-264.078020
17,-246.532794
18,-278.472130
19,-230.742459
20,-215.233199
21,-271.688701
22,-208.105151
23,-265.276516
24,-274.217944
25,-268.418650
26,-350.404047
27,-252.790149
28,-96.202757
29,-227.970085
30,-243.001593
31,-207.444452
32,-238.879135
33,-192.612633
34,-177.099039
35,-230.298146
36,-184.995289
37,-230.502283
38,-225.930904
39,-215.872523
40,-316.724765
41,-213.535429
42,-74.008940
43,-199.077481
44,-206.296999
45,-227.033056
