id,importanceSampling
1,-264.367316
2,-308.123994
3,-344.602286
4,-287.477752
5,-162.310866
6,-332.919194
7,-379.461923
8,-285.265763
9,-304.289392
10,-299.401896
11,-219.089931
12,-325.006438
13,-184.291236
14,-277.877365
15,-287.461089
16,-238.025717
17,-278.653427
18,-222.110461
19,-100.222938
20,-259.035352
21,-312.221492
22,-217.854543
23,-234.472834
24,-233.356225
25,-160.674847
26,-251.652228
27,-109.176663
28,-210.850238
29,-218.872853
30,-252.792727
31,-234.211013
32,-175.896253
33,-73.205208
34,-226.249697
35,-265.177475
36,-167.633753
37,-194.674354
38,-192.498273
39,-125.992861
40,-217.287921
41,-79.838421
42,-165.798333
43,-173.419299
44,-213.142497
45,-225.589530
