id,importanceSampling
1,-397.225368
2,-386.456008
3,-375.311902
4,-438.529211
5,-385.379436
6,-387.509838
7,-384.287356
8,-377.832790
9,-392.319509
10,-384.146639
11,-396.095028
12,-401.987367
13,-387.712911
14,-422.683125
15,-388.779705
16,-319.370468
17,-316.118594
18,-349.628047
19,-335.035190
20,-313.427050
21,-320.988684
22,-315.717019
23,-328.744573
24,-322.641394
25,-330.346513
26,-340.980258
27,-318.960171
28,-334.270767
29,-335.533405
30,-312.052107
31,-290.025507
32,-301.297782
33,-278.838560
34,-281.978222
35,-294.591140
36,-270.946387
37,-280.377268
38,-278.033077
39,-274.739581
40,-306.316966
41,-285.806765
42,-280.672985
43,-268.585321
44,-278.544726
45,-281.198553
