id,importanceSampling
1,-265.863172
2,-240.445181
3,-120.841379
4,-251.537611
5,-197.616025
6,-243.598206
7,-271.522642
8,-271.146861
9,-139.994756
10,-241.478668
11,-209.898380
12,-260.862955
13,-263.550785
14,-175.380214
15,-197.271014
16,-170.314536
17,-26.631728
18,-178.045181
19,-127.848907
20,-175.130613
21,-202.093629
22,-201.801907
23,-79.214629
24,-172.011381
25,-151.044167
26,-189.537603
27,-194.867164
28,-110.525879
29,-129.564477
30,-183.594081
31,-9.418291
32,-139.245405
33,-86.578842
34,-131.929558
35,-161.892713
36,-161.785847
37,-26.151385
38,-131.059923
39,-101.196245
40,-150.997265
41,-152.589629
42,-64.574144
43,-90.202476
44,-142.172089
45,-158.466791
