id,importanceSampling
1,-353.632702
2,-269.659593
3,-248.866847
4,-348.190724
5,-335.929096
6,-360.633261
7,-238.916239
8,-344.799679
9,-340.884718
10,-270.874138
11,-351.238305
12,-346.578087
13,-351.175237
14,-301.063157
15,-349.326445
16,-207.032223
17,-190.007695
18,-277.877342
19,-275.264553
20,-288.517550
21,-180.924619
22,-264.956189
23,-272.673277
24,-181.128213
25,-286.713533
26,-273.155584
27,-280.558689
28,-225.888389
29,-280.649503
30,-254.332788
31,-144.834561
32,-235.073805
33,-215.310473
34,-244.493811
35,-144.653097
36,-228.315384
37,-244.414231
38,-140.526609
39,-246.826229
40,-230.404310
41,-237.892459
42,-207.319222
43,-234.839005
44,-199.839451
45,-185.665557
