id,importanceSampling
1,-385.579931
2,-390.443329
3,-393.883211
4,-411.847247
5,-403.607131
6,-400.286186
7,-393.235283
8,-386.237208
9,-397.485066
10,-380.906381
11,-395.005863
12,-396.399640
13,-365.891035
14,-390.232172
15,-400.246077
16,-325.081989
17,-306.983215
18,-312.841904
19,-322.786065
20,-322.028524
21,-331.149999
22,-307.620315
23,-348.661480
24,-320.267761
25,-321.359703
26,-324.777213
27,-317.892011
28,-314.671741
29,-327.990245
30,-319.874279
31,-297.730755
32,-279.243747
33,-296.851188
34,-259.134845
35,-293.140151
36,-279.340042
37,-307.009610
38,-290.208475
39,-297.115802
40,-271.981032
41,-288.989276
42,-272.040337
43,-287.146499
44,-282.765680
45,-293.316499
