rep,id,V,Cl
1,1,5.20745,2.80276
2,1,5.1948,2.78133
3,1,5.29371,2.83234
4,1,5.22992,2.79337
5,1,5.27327,2.80768
6,1,5.14514,2.79634
7,1,5.46762,2.81241
8,1,5.1625,2.78704
9,1,5.2534,2.80509
10,1,5.19917,2.80122
1,2,4.38986,2.78637
2,2,4.41248,2.81397
3,2,4.36503,2.81869
4,2,4.29137,2.78532
5,2,4.3573,2.79262
6,2,4.47865,2.80632
7,2,4.46882,2.81448
8,2,4.45665,2.82185
9,2,4.42731,2.82778
10,2,4.3518,2.77958
1,3,8.25766,2.81944
2,3,8.22426,2.77977
3,3,8.19643,2.81432
4,3,8.14287,2.7738
5,3,8.64696,2.77065
6,3,8.16944,2.7806
7,3,7.95832,2.80122
8,3,8.33052,2.80124
9,3,7.87786,2.81303
10,3,8.66114,2.77654
1,4,7.98813,2.7842
2,4,7.93607,2.77392
3,4,8.05742,2.79071
4,4,7.48698,2.78495
5,4,7.9521,2.78793
6,4,7.51777,2.79113
7,4,7.66564,2.78976
8,4,7.38308,2.80155
9,4,7.86542,2.79174
10,4,7.42365,2.79545
1,5,8.10933,2.77664
2,5,8.28743,2.80568
3,5,8.7618,2.78737
4,5,8.40192,2.78719
5,5,8.45041,2.7898
6,5,8.23754,2.80062
7,5,8.23575,2.79821
8,5,8.3769,2.8055
9,5,7.94056,2.77978
10,5,8.40667,2.79283
1,6,4.44026,2.79149
2,6,4.51779,2.78511
3,6,4.6509,2.80691
4,6,4.47634,2.78747
5,6,4.5473,2.77863
6,6,4.61133,2.79262
7,6,4.46423,2.77045
8,6,4.48552,2.79344
9,6,4.45363,2.78789
10,6,4.42916,2.74316
1,7,8.15129,2.80719
2,7,8.26259,2.8248
3,7,8.19165,2.79597
4,7,8.33893,2.78509
5,7,8.02149,2.80676
6,7,8.11309,2.78318
7,7,8.2524,2.81377
8,7,8.06485,2.80157
9,7,8.14379,2.81258
10,7,7.9747,2.77379
1,8,5.98872,2.78393
2,8,6.12586,2.78361
3,8,5.91754,2.77756
4,8,5.99,2.77843
5,8,5.90614,2.79462
6,8,6.21259,2.76925
7,8,5.96484,2.78706
8,8,6.13077,2.78813
9,8,5.9514,2.78661
10,8,5.95296,2.79423
1,9,4.30659,2.76525
2,9,4.40499,2.81108
3,9,4.28865,2.78975
4,9,4.25035,2.78226
5,9,4.43399,2.8191
6,9,4.40392,2.80093
7,9,4.35033,2.81761
8,9,4.26764,2.78804
9,9,4.40075,2.79987
10,9,4.43609,2.8313
1,10,7.43919,2.80808
2,10,7.12054,2.80424
3,10,7.09206,2.79721
4,10,7.23371,2.78493
5,10,7.02714,2.78431
6,10,7.00071,2.79311
7,10,6.7947,2.80327
8,10,7.04174,2.81473
9,10,7.03816,2.79505
10,10,7.02119,2.79489
1,11,5.33771,2.77338
2,11,5.35195,2.81178
3,11,5.35722,2.80475
4,11,5.33174,2.78669
5,11,5.35372,2.80102
6,11,5.32381,2.80027
7,11,5.22441,2.78582
8,11,5.40551,2.80203
9,11,5.34253,2.8242
10,11,5.30556,2.80067
1,12,5.16379,2.81249
2,12,5.16855,2.82338
3,12,4.98012,2.79593
4,12,5.03497,2.81108
5,12,5.14865,2.79713
6,12,4.97225,2.7981
7,12,4.80152,2.76401
8,12,5.12792,2.79832
9,12,4.94145,2.79651
10,12,5.11567,2.82563
1,13,8.85418,2.82838
2,13,9.20176,2.79097
3,13,9.22132,2.81206
4,13,8.73426,2.79285
5,13,8.98697,2.77249
6,13,8.48625,2.78374
7,13,9.60138,2.80149
8,13,9.32605,2.78657
9,13,8.97176,2.80886
10,13,9.33819,2.79938
1,14,4.63296,2.7845
2,14,4.62644,2.79039
3,14,4.80269,2.7979
4,14,4.81151,2.8002
5,14,4.75045,2.80285
6,14,4.72797,2.80831
7,14,4.77669,2.81251
8,14,4.72739,2.79959
9,14,4.57876,2.7744
10,14,4.77258,2.82377
1,15,7.42029,2.80155
2,15,7.4892,2.80739
3,15,7.74871,2.81102
4,15,7.18824,2.78339
5,15,7.39702,2.76733
6,15,7.37198,2.78467
7,15,7.41581,2.79652
8,15,7.85218,2.77163
9,15,7.37339,2.79758
10,15,7.32427,2.80905
1,16,4.26326,2.79907
2,16,4.21534,2.78497
3,16,4.17446,2.77501
4,16,4.32899,2.81635
5,16,4.22312,2.77367
6,16,4.23551,2.81147
7,16,4.21185,2.78165
8,16,4.22656,2.80198
9,16,4.3143,2.81393
10,16,4.17057,2.80438
1,17,8.41107,2.83791
2,17,8.11746,2.78149
3,17,8.40052,2.78897
4,17,8.23093,2.80545
5,17,8.47412,2.82272
6,17,8.45377,2.78462
7,17,8.25302,2.81127
8,17,8.05971,2.7921
9,17,8.40878,2.77991
10,17,8.5633,2.79016
1,18,7.27527,2.78876
2,18,7.72639,2.81138
3,18,7.60424,2.77474
4,18,7.62685,2.78949
5,18,7.40777,2.80934
6,18,7.44541,2.81143
7,18,7.49232,2.78924
8,18,7.27701,2.77424
9,18,7.41248,2.79465
10,18,7.54079,2.79648
1,19,8.54047,2.7992
2,19,8.50478,2.79818
3,19,8.41117,2.80239
4,19,8.3976,2.78521
5,19,8.56439,2.8047
6,19,8.53032,2.79195
7,19,8.80045,2.80806
8,19,8.53733,2.78299
9,19,8.45959,2.81629
10,19,8.61356,2.81422
1,20,4.51911,2.7978
2,20,4.39762,2.80581
3,20,4.44721,2.80253
4,20,4.50619,2.80769
5,20,4.44173,2.80218
6,20,4.3367,2.79339
7,20,4.51536,2.79183
8,20,4.4364,2.79626
9,20,4.51539,2.80119
10,20,4.45991,2.78901
1,21,8.36334,2.8113
2,21,8.25286,2.78766
3,21,8.12107,2.80191
4,21,8.17679,2.7851
5,21,8.73227,2.82776
6,21,8.12226,2.81346
7,21,8.66458,2.82571
8,21,8.33462,2.79339
9,21,8.70272,2.81577
10,21,8.32157,2.82094
1,22,6.46211,2.79191
2,22,6.22626,2.80491
3,22,6.13404,2.77819
4,22,6.21879,2.79995
5,22,6.20225,2.79438
6,22,6.2717,2.79957
7,22,6.54181,2.81299
8,22,6.30054,2.78922
9,22,6.29728,2.82287
10,22,6.08287,2.80141
1,23,4.25248,2.79515
2,23,4.17857,2.79232
3,23,4.16927,2.79984
4,23,4.23464,2.78955
5,23,4.15588,2.7798
6,23,4.26854,2.82715
7,23,4.25694,2.80501
8,23,4.11043,2.76718
9,23,4.17679,2.77303
10,23,4.2671,2.7796
1,24,6.99933,2.79504
2,24,7.07588,2.81575
3,24,6.61588,2.80148
4,24,6.85713,2.79668
5,24,6.79476,2.78645
6,24,7.04038,2.7904
7,24,6.7233,2.78163
8,24,7.05134,2.7686
9,24,6.92876,2.80644
10,24,6.64919,2.78072
1,25,5.00533,2.79738
2,25,5.26252,2.80928
3,25,5.09255,2.80765
4,25,5.18585,2.80202
5,25,5.29446,2.82805
6,25,5.14588,2.78606
