id,importanceSampling
1,-368.122651
2,-344.022250
3,-311.950644
4,-327.276509
5,-308.422093
6,-335.668643
7,-309.421008
8,-358.542297
9,-333.297693
10,-343.915351
11,-371.163207
12,-367.681709
13,-283.391949
14,-356.197736
15,-332.193984
16,-261.746794
17,-240.385967
18,-268.960335
19,-235.093153
20,-286.698303
21,-242.736231
22,-292.923407
23,-251.712685
24,-275.843737
25,-295.474506
26,-289.713892
27,-216.742277
28,-273.719661
29,-281.244448
30,-226.533999
31,-209.635835
32,-231.841558
33,-206.947823
34,-230.871987
35,-199.576492
36,-254.841539
37,-232.419245
38,-234.325891
39,-255.832767
40,-250.279883
41,-171.245120
42,-227.148820
43,-235.648136
44,-146.335089
45,-239.579525
