Parameter,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Mean,True
"K_{cl}_typ, L/hr",1.0329401441870827,1.0329409866178345,1.032940242104189,1.032941124094272,1.0329404597651415,1.0329383630289537,1.0329400524853645,1.032939773747908,1.0329404020268143,1.0329398509040304,1.032940139896159,2.8
omega_{K_{cl}},0.054050517798763714,0.05405282380024506,0.054053952479645534,0.05405076346598597,0.05405353131794228,0.05405236548830986,0.05405183330608689,0.05405120979550786,0.05405341848441323,0.054052310848802354,0.05405227267857028,1e-05
"V_c_typ, L",1.8279576864365024,1.8279641302793848,1.8280016158433448,1.8279770284315724,1.8279735981738459,1.8279484888628532,1.8279638699356113,1.8279519613355892,1.8279422687647242,1.827938228517982,1.8279618876581414,5.58
omega_{V_c},0.26645949503187977,0.2664519707829716,0.26646140793369405,0.2664538089730186,0.2664540716998573,0.26646066329709994,0.26645581189694956,0.266457878672156,0.2664563979157153,0.2664512647409587,0.26645627709443015,0.3
"\sigma_{m, PK}",0.09070905130424296,0.09070959601772152,0.09070970594075395,0.09070922386786813,0.09070953968017388,0.09070939658775262,0.09070936247001753,0.09070963866554795,0.09070933722847221,0.09070919471736466,0.09070940464799153,0.091
Log-posterior,7679.401752825507,7679.40175282385,7679.401750811875,7679.40175240447,7679.401752992997,7679.401762973377,7679.401755316199,7679.40175105768,7679.40175257775,7679.401752307613,nan,nan
