Cl_pop,5.89481e-06,1.13582e-06,-1.19556e-05,-6.41094e-06,2.33217e-06,1.58833e-05,5.46444e-06,-3.21294e-06,-1.84094e-07,5.85805e-06,7.80753e-07,4.67853e-06,1.01257e-05,-3.1576e-07,3.95528e-07,-0.000211411
V1_pop,1.13582e-06,0.00233229,1.36242e-05,1.19001e-05,-4.69707e-07,-1.30515e-05,-4.80623e-06,-1.93797e-06,2.77909e-06,1.03915e-05,-5.62815e-06,-3.49762e-06,-1.41298e-05,-9.06388e-07,-3.68957e-08,0.000210352
V2_pop,-1.19556e-05,1.36242e-05,5.58289e-05,2.16085e-05,-6.11137e-06,-4.08393e-05,-1.45399e-05,4.27414e-06,1.15178e-06,-1.33174e-06,-4.57322e-06,-1.35307e-05,-3.24917e-05,6.12347e-07,-3.11875e-07,0.000621567
S_pop,-6.41094e-06,1.19001e-05,2.16085e-05,7.61947e-05,-6.19822e-06,-7.95841e-05,-2.52814e-05,4.33977e-06,-3.22484e-06,1.13169e-05,-1.1738e-05,-1.08682e-05,-5.34806e-05,5.09643e-07,-6.36747e-07,0.000783194
R0_pop,2.33217e-06,-4.69707e-07,-6.11137e-06,-6.19822e-06,2.31792e-06,8.01745e-06,2.66216e-06,-1.50979e-06,-8.83785e-07,4.4153e-06,-4.84333e-07,2.65325e-06,6.7001e-06,-5.76688e-07,1.56563e-07,-0.000125388
gamma_pop,1.58833e-05,-1.30515e-05,-4.08393e-05,-7.95841e-05,8.01745e-06,0.000149462,4.87073e-05,-1.16807e-05,1.01312e-05,-1.56115e-05,2.46331e-05,2.30784e-05,9.10918e-05,1.68473e-06,1.5265e-06,-0.00147131
MTT_pop,5.46444e-06,-4.80623e-06,-1.45399e-05,-2.52814e-05,2.66216e-06,4.87073e-05,1.68542e-05,-3.58765e-06,3.76178e-06,-5.86047e-06,8.50601e-06,8.07579e-06,3.08761e-05,6.62113e-07,4.96385e-07,-0.000511846
omega_Cl,-3.21294e-06,-1.93797e-06,4.27414e-06,4.33977e-06,-1.50979e-06,-1.16807e-05,-3.58765e-06,6.44874e-06,1.04559e-06,-1.20848e-05,5.15513e-08,-2.62955e-06,-5.01361e-06,4.28553e-07,-4.1998e-07,0.000104407
omega_V1,-1.84094e-07,2.77909e-06,1.15178e-06,-3.22484e-06,-8.83785e-07,1.01312e-05,3.76178e-06,1.04559e-06,0.00117252,-8.10366e-06,1.59049e-06,6.99594e-07,5.39347e-06,1.16744e-06,-1.28459e-07,-8.14574e-05
omega_V2,5.85805e-06,1.03915e-05,-1.33174e-06,1.13169e-05,4.4153e-06,-1.56115e-05,-5.86047e-06,-1.20848e-05,-8.10366e-06,8.11468e-05,-2.41371e-05,2.68569e-06,-1.28838e-05,-5.22625e-06,3.62375e-07,0.000136247
omega_S,7.80753e-07,-5.62815e-06,-4.57322e-06,-1.1738e-05,-4.84333e-07,2.46331e-05,8.50601e-06,5.15513e-08,1.59049e-06,-2.41371e-05,3.85716e-05,4.49312e-06,1.84681e-05,3.67123e-06,2.15182e-07,-0.000347995
omega_R0,4.67853e-06,-3.49762e-06,-1.35307e-05,-1.08682e-05,2.65325e-06,2.30784e-05,8.07579e-06,-2.62955e-06,6.99594e-07,2.68569e-06,4.49312e-06,7.89051e-06,1.84464e-05,5.28391e-07,3.08838e-07,-0.000353014
omega_gamma,1.01257e-05,-1.41298e-05,-3.24917e-05,-5.34806e-05,6.7001e-06,9.10918e-05,3.08761e-05,-5.01361e-06,5.39347e-06,-1.28838e-05,1.84681e-05,1.84464e-05,7.39066e-05,1.00105e-06,7.62442e-07,-0.001141
omega_MTT,-3.1576e-07,-9.06388e-07,6.12347e-07,5.09643e-07,-5.76688e-07,1.68473e-06,6.62113e-07,4.28553e-07,1.16744e-06,-5.22625e-06,3.67123e-06,5.28391e-07,1.00105e-06,1.80976e-06,2.78214e-08,-2.66161e-05
bPK_central_drug_concentration,3.95528e-07,-3.68957e-08,-3.11875e-07,-6.36747e-07,1.56563e-07,1.5265e-06,4.96385e-07,-4.1998e-07,-1.28459e-07,3.62375e-07,2.15182e-07,3.08838e-07,7.62442e-07,2.78214e-08,1.8623e-06,-1.54822e-05
acirculating_R,-0.000211411,0.000210352,0.000621567,0.000783194,-0.000125388,-0.00147131,-0.000511846,0.000104407,-8.14574e-05,0.000136247,-0.000347995,-0.000353014,-0.001141,-2.66161e-05,-1.54822e-05,0.412611
