id,importanceSampling
1,-128.148677
2,-206.617222
3,-303.277415
4,-355.224427
5,-293.052643
6,-433.290666
7,-450.978980
8,-410.633974
9,-359.683988
10,-325.234755
11,-268.881979
12,-447.582320
13,-314.513653
14,-319.975535
15,-356.844054
16,-178.127556
17,-208.893618
18,-295.438724
19,-229.721121
20,-361.109930
21,-380.132205
22,-343.715842
23,-288.009963
24,-259.472046
25,-205.682510
26,-380.725341
27,-241.935806
28,-248.824417
29,-296.077026
30,-349.955417
31,-219.845837
32,-240.230427
33,-187.039024
34,-314.592536
35,-356.670145
36,-288.452385
37,-250.454563
38,-214.167337
39,-177.863596
40,-338.411651
41,-200.530197
42,-221.736822
43,-240.150510
44,-305.819031
45,-258.592837
