id,importanceSampling
1,-363.445576
2,-366.687649
3,-413.632287
4,-405.697570
5,-298.746479
6,-473.790444
7,-515.469446
8,-471.174388
9,-386.677487
10,-350.623362
11,-321.973842
12,-467.662526
13,-337.416731
14,-349.821389
15,-401.845631
16,-323.650894
17,-358.122781
18,-348.298391
19,-274.303614
20,-388.117732
21,-454.675583
22,-400.038252
23,-318.553572
24,-312.890695
25,-265.516523
26,-396.181300
27,-259.082530
28,-283.461288
29,-340.410864
30,-377.968488
31,-326.442642
32,-301.208487
33,-227.377435
34,-349.693820
35,-414.946209
36,-367.360047
37,-283.472091
38,-269.918860
39,-243.488059
40,-362.885172
41,-210.927559
42,-255.706312
43,-280.025758
44,-334.344047
45,-317.314305
