id,importanceSampling
1,-370.171507
2,-401.990100
3,-414.816898
4,-401.521612
5,-394.464279
6,-407.346393
7,-371.234981
8,-365.629990
9,-389.156901
10,-392.313712
11,-371.064789
12,-402.752027
13,-406.861886
14,-381.461147
15,-395.179057
16,-321.051842
17,-324.386639
18,-333.457510
19,-326.799219
20,-330.661705
21,-325.810729
22,-305.482432
23,-324.849791
24,-318.669565
25,-325.926489
26,-319.412400
27,-321.772798
28,-309.330341
29,-323.236338
30,-343.225173
31,-295.301786
32,-273.567206
33,-266.920058
34,-277.603564
35,-304.004151
36,-275.549516
37,-285.202205
38,-295.810349
39,-288.373376
40,-266.837787
41,-272.516685
42,-282.242892
43,-278.202248
44,-277.774570
45,-250.214863
