id,importanceSampling
1,-347.117352
2,-347.062335
3,-300.794816
4,-333.211013
5,-255.190536
6,-349.924809
7,-339.952782
8,-283.661894
9,-176.046251
10,-347.022374
11,-296.299998
12,-288.183097
13,-313.682972
14,-347.018492
15,-327.967694
16,-277.755425
17,-220.974916
18,-259.418188
19,-171.870721
20,-277.950356
21,-266.689133
22,-220.184460
23,-124.469429
24,-276.560148
25,-211.884753
26,-232.584138
27,-252.978660
28,-273.644478
29,-262.261276
30,-261.067312
31,-199.394708
32,-210.552155
33,-132.550932
34,-235.320515
35,-231.532190
36,-164.096984
37,-67.192559
38,-236.745245
39,-171.264913
40,-184.937699
41,-221.165898
42,-234.837888
43,-220.063665
44,-221.246792
45,-213.959045
