id,importanceSampling
1,-128.247609
2,-206.689386
3,-303.288535
4,-355.231611
5,-293.047550
6,-433.268915
7,-450.969946
8,-410.642945
9,-359.671925
10,-325.236696
11,-268.873801
12,-447.567203
13,-314.491483
14,-319.970112
15,-356.848301
16,-178.178520
17,-208.906995
18,-295.439710
19,-229.716253
20,-361.090925
21,-380.119718
22,-343.723631
23,-287.999003
24,-259.475498
25,-205.673910
26,-380.711224
27,-241.918286
28,-248.821265
29,-296.081267
30,-349.935267
31,-219.846168
32,-240.239943
33,-187.037717
34,-314.573841
35,-356.663297
36,-288.470476
37,-250.441797
38,-214.171673
39,-177.850703
40,-338.392433
41,-200.514109
42,-221.723717
43,-240.162100
44,-305.794850
45,-258.582248
