id,importanceSampling
1,-192.762342
2,-260.946541
3,-210.706462
4,-260.742278
5,-155.854766
6,-214.148575
7,-172.578526
8,-212.717133
9,-264.506710
10,-260.907149
11,-198.739544
12,-205.936973
13,-177.497558
14,-238.075070
15,-259.539476
16,-193.849007
17,-136.791574
18,-191.588105
19,-86.337252
20,-145.292428
21,-103.923636
22,-144.293512
23,-196.286481
24,-194.918958
25,-135.169951
26,-135.850345
27,-105.004153
28,-170.057016
29,-187.299979
30,-156.665237
31,-105.084850
32,-151.920281
33,-54.698156
34,-103.371093
35,-64.821903
36,-102.001025
37,-155.401524
38,-152.788265
39,-98.324791
40,-96.455705
41,-70.218658
42,-127.152084
43,-147.854982
44,-112.779814
45,-113.122924
