id,importanceSampling
1,-361.725880
2,-277.652716
3,-240.828056
4,-277.672623
5,-357.035658
6,-352.843893
7,-356.586713
8,-298.111010
9,-347.182536
10,-277.162473
11,-349.819408
12,-348.459032
13,-358.824633
14,-314.725321
15,-354.751491
16,-208.164242
17,-184.724824
18,-205.838790
19,-290.652136
20,-282.344301
21,-288.583974
22,-231.764007
23,-278.561232
24,-224.224661
25,-276.156307
26,-267.308889
27,-290.872504
28,-238.641576
29,-288.253286
30,-265.336513
31,-143.605016
32,-184.521481
33,-247.596563
34,-245.260683
35,-252.585036
36,-177.478490
37,-229.239052
38,-181.860363
39,-245.245909
40,-229.265273
41,-250.490960
42,-197.955497
43,-238.051906
44,-221.544774
45,-186.631849
