rep,id,eta_V,eta_Cl
1,1,0.429432,0
2,1,0.399726,0
3,1,0.408844,0
4,1,0.392165,0
5,1,0.401793,0
6,1,0.400544,0
7,1,0.401407,0
8,1,0.416091,0
9,1,0.398539,0
10,1,0.422352,0
1,2,-0.339298,0
2,2,-0.34326,0
3,2,-0.339298,0
4,2,-0.331276,0
5,2,-0.351964,0
6,2,-0.342349,0
7,2,-0.352594,0
8,2,-0.345531,0
9,2,-0.351424,0
10,2,-0.330619,0
1,3,-0.432856,0
2,3,-0.427978,0
3,3,-0.427104,0
4,3,-0.409981,0
5,3,-0.420231,0
6,3,-0.42435,0
7,3,-0.417282,0
8,3,-0.42153,0
9,3,-0.42907,0
10,3,-0.433688,0
1,4,-0.104798,0
2,4,-0.122187,0
3,4,-0.115122,0
4,4,-0.122382,0
5,4,-0.112741,0
6,4,-0.114374,0
7,4,-0.111344,0
8,4,-0.101431,0
9,4,-0.118403,0
10,4,-0.102248,0
1,5,0.110525,0
2,5,0.0998395,0
3,5,0.104291,0
4,5,0.0899197,0
5,5,0.0906873,0
6,5,0.0765847,0
7,5,0.0834635,0
8,5,0.0960883,0
9,5,0.0926015,0
10,5,0.0988365,0
1,6,0.246325,0
2,6,0.246742,0
3,6,0.224568,0
4,6,0.253474,0
5,6,0.231046,0
6,6,0.23735,0
7,6,0.257839,0
8,6,0.255216,0
9,6,0.243391,0
10,6,0.259718,0
1,7,-0.49225,0
2,7,-0.494368,0
3,7,-0.485387,0
4,7,-0.495771,0
5,7,-0.470442,0
6,7,-0.507839,0
7,7,-0.487439,0
8,7,-0.496384,0
9,7,-0.499054,0
10,7,-0.483831,0
1,8,0.400735,0
2,8,0.390948,0
3,8,0.352646,0
4,8,0.390626,0
5,8,0.377611,0
6,8,0.379925,0
7,8,0.386742,0
8,8,0.363772,0
9,8,0.372494,0
10,8,0.379651,0
1,9,0.243596,0
2,9,0.262055,0
3,9,0.282724,0
4,9,0.288255,0
5,9,0.254862,0
6,9,0.255574,0
7,9,0.270829,0
8,9,0.269809,0
9,9,0.26789,0
10,9,0.265678,0
1,10,-0.34426,0
2,10,-0.36104,0
3,10,-0.365207,0
4,10,-0.375428,0
5,10,-0.351926,0
