rep,id,V,Cl
1,1,4.33467,2.60536
2,1,4.42381,2.60536
3,1,4.57809,2.60536
4,1,4.00479,2.60536
5,1,4.36762,2.60536
6,1,4.64262,2.60536
7,1,4.41809,2.60536
8,1,4.39826,2.60536
9,1,4.81631,2.60536
10,1,4.44256,2.60536
1,2,3.1943,2.60536
2,2,3.11133,2.60536
3,2,3.1943,2.60536
4,2,3.14121,2.60536
5,2,3.18153,2.60536
6,2,3.16565,2.60536
7,2,3.14221,2.60536
8,2,3.12883,2.60536
9,2,3.14347,2.60536
10,2,3.20517,2.60536
1,3,8.37043,2.60536
2,3,8.35158,2.60536
3,3,8.11007,2.60536
4,3,8.80496,2.60536
5,3,8.4799,2.60536
6,3,8.23571,2.60536
7,3,8.4872,2.60536
8,3,8.62784,2.60536
9,3,8.45729,2.60536
10,3,8.18293,2.60536
1,4,11.4403,2.60536
2,4,10.0226,2.60536
3,4,11.4737,2.60536
4,4,10.62,2.60536
5,4,10.9052,2.60536
6,4,10.819,2.60536
7,4,11.9938,2.60536
8,4,10.4875,2.60536
9,4,11.4307,2.60536
10,4,10.5709,2.60536
1,5,2.17238,2.60536
2,5,2.1513,2.60536
3,5,2.15281,2.60536
4,5,2.17673,2.60536
5,5,2.15281,2.60536
6,5,2.196,2.60536
7,5,2.15281,2.60536
8,5,2.13126,2.60536
9,5,2.19272,2.60536
10,5,2.26635,2.60536
1,6,7.68603,2.60536
2,6,7.45127,2.60536
3,6,7.07036,2.60536
4,6,7.52275,2.60536
5,6,8.10059,2.60536
6,6,7.44387,2.60536
7,6,8.12345,2.60536
8,6,7.44877,2.60536
9,6,7.71496,2.60536
10,6,7.92246,2.60536
1,7,7.07556,2.60536
2,7,7.75952,2.60536
3,7,7.71014,2.60536
4,7,5.93065,2.60536
5,7,7.53328,2.60536
6,7,6.11902,2.60536
7,7,6.97832,2.60536
8,7,6.14532,2.60536
9,7,7.64404,2.60536
10,7,6.28379,2.60536
1,8,7.38065,2.60536
2,8,9.58099,2.60536
3,8,8.79934,2.60536
4,8,9.0706,2.60536
5,8,9.41829,2.60536
6,8,8.24722,2.60536
7,8,8.31864,2.60536
8,8,5.67686,2.60536
9,8,5.10173,2.60536
10,8,5.84883,2.60536
1,9,1.7371,2.60536
2,9,1.71894,2.60536
3,9,1.727,2.60536
4,9,1.7241,2.60536
5,9,1.71898,2.60536
6,9,1.75501,2.60536
7,9,1.69839,2.60536
8,9,1.71425,2.60536
9,9,1.75678,2.60536
10,9,1.7463,2.60536
1,10,3.34064,2.60536
