id,importanceSampling
1,-308.736752
2,-342.541046
3,-309.889583
4,-348.111279
5,-293.019813
6,-287.228161
7,-339.702262
8,-284.703428
9,-339.068859
10,-338.441868
11,-337.196050
12,-410.589242
13,-326.773929
14,-200.099120
15,-307.611088
16,-264.099888
17,-246.508926
18,-278.471286
19,-230.776601
20,-215.282710
21,-271.691633
22,-208.069035
23,-265.283624
24,-274.193387
25,-268.397965
26,-350.411220
27,-252.760962
28,-96.179090
29,-227.999150
30,-243.038490
31,-207.415253
32,-238.878096
33,-192.650171
34,-177.148690
35,-230.298453
36,-184.960334
37,-230.502739
38,-225.906699
39,-215.845344
40,-316.728823
41,-213.507134
42,-73.983684
43,-199.099477
44,-206.334671
45,-227.027122
