id,importanceSampling
1,-391.526720
2,-394.947956
3,-384.281887
4,-392.876932
5,-385.802468
6,-404.199566
7,-385.617020
8,-371.666026
9,-414.909858
10,-390.360171
11,-405.819819
12,-401.560515
13,-388.819071
14,-391.172602
15,-381.898772
16,-331.569213
17,-316.623410
18,-327.879528
19,-328.600363
20,-343.736979
21,-329.399366
22,-324.868196
23,-334.854221
24,-302.177766
25,-316.392914
26,-316.601705
27,-319.194598
28,-335.179433
29,-324.231164
30,-323.403614
31,-277.049709
32,-286.877229
33,-294.139048
34,-290.243366
35,-263.175077
36,-287.515442
37,-308.209630
38,-259.556578
39,-279.575825
40,-272.207527
41,-289.266900
42,-277.342761
43,-290.924260
44,-287.758605
45,-303.557916
