id,importanceSampling
1,-386.656622
2,-417.670333
3,-307.683291
4,-374.953190
5,-487.193534
6,-364.560454
7,-389.981619
8,-388.471779
9,-516.937832
10,-425.079051
11,-418.817211
12,-396.742058
13,-379.541696
14,-333.581885
15,-487.074708
16,-373.599890
17,-267.428924
18,-308.668236
19,-432.095070
20,-295.208511
21,-318.885926
22,-312.970297
23,-446.333696
24,-371.687047
25,-340.178512
26,-327.642087
27,-302.135388
28,-279.604855
29,-427.074603
30,-348.721579
31,-232.038991
32,-276.752478
33,-383.233396
34,-263.578388
35,-291.966020
36,-285.784930
37,-404.865671
38,-309.709243
39,-301.918760
40,-274.823311
41,-268.052467
42,-212.758167
43,-368.448297
44,-301.042309
45,-283.082419
