rep,id,eta_V,eta_Cl
1,1,0.322784,0
2,1,0.345752,0
3,1,0.334938,0
4,1,0.231538,0
5,1,0.313268,0
6,1,0.267098,0
7,1,0.282661,0
8,1,0.385722,0
9,1,0.317229,0
10,1,0.345613,0
1,2,0.503558,0
2,2,0.501763,0
3,2,0.537501,0
4,2,0.531526,0
5,2,0.503219,0
6,2,0.51152,0
7,2,0.492398,0
8,2,0.500748,0
9,2,0.47398,0
10,2,0.541301,0
1,3,0.104651,0
2,3,0.0384239,0
3,3,0.101373,0
4,3,0.0544749,0
5,3,0.115219,0
6,3,0.0806909,0
7,3,0.10727,0
8,3,0.083283,0
9,3,0.101061,0
10,3,0.0829479,0
1,4,0.297579,0
2,4,0.426068,0
3,4,0.328859,0
4,4,0.310927,0
5,4,0.338429,0
6,4,0.316457,0
7,4,0.336808,0
8,4,0.286832,0
9,4,0.289633,0
10,4,0.361276,0
1,5,-0.354072,0
2,5,-0.33279,0
3,5,-0.330065,0
4,5,-0.346536,0
5,5,-0.353622,0
6,5,-0.350064,0
7,5,-0.381675,0
8,5,-0.380864,0
9,5,-0.362075,0
10,5,-0.313689,0
1,6,0.358406,0
2,6,0.391206,0
3,6,0.318712,0
4,6,0.325139,0
5,6,0.355533,0
6,6,0.32178,0
7,6,0.372268,0
8,6,0.370384,0
9,6,0.353858,0
10,6,0.311928,0
1,7,-0.271094,0
2,7,-0.223873,0
3,7,-0.29428,0
4,7,-0.246889,0
5,7,-0.29342,0
6,7,-0.258651,0
7,7,-0.243591,0
8,7,-0.299975,0
9,7,-0.285243,0
10,7,-0.289509,0
1,8,0.240425,0
2,8,0.158321,0
3,8,0.159626,0
4,8,0.213568,0
5,8,0.265428,0
6,8,0.217509,0
7,8,0.219157,0
8,8,0.120318,0
9,8,0.14067,0
10,8,0.197482,0
1,9,-0.28139,0
2,9,-0.222168,0
3,9,-0.244454,0
4,9,-0.285966,0
5,9,-0.258977,0
6,9,-0.238713,0
7,9,-0.250414,0
8,9,-0.262568,0
9,9,-0.23961,0
10,9,-0.264797,0
1,10,-0.245752,0
2,10,-0.260569,0
3,10,-0.29403,0
4,10,-0.314357,0
5,10,-0.282638,0
6,10,-0.268986,0
7,10,-0.246334,0
8,10,-0.299456,0
9,10,-0.300883,0
10,10,-0.317868,0
1,11,-0.448527,0
2,11,-0.443069,0
3,11,-0.451897,0
4,11,-0.432572,0
5,11,-0.427749,0
6,11,-0.405516,0
7,11,-0.456576,0
8,11,-0.465225,0
9,11,-0.463961,0
10,11,-0.443623,0
1,12,-0.294073,0
2,12,-0.261241,0
