id,importanceSampling
1,-369.922734
2,-402.112029
3,-414.786512
4,-401.427701
5,-394.593549
6,-407.472284
7,-371.304033
8,-365.759196
9,-389.281857
10,-392.314779
11,-371.174857
12,-402.849605
13,-406.991314
14,-381.383710
15,-395.317787
16,-320.997379
17,-324.431979
18,-333.552154
19,-326.461475
20,-330.721771
21,-325.888135
22,-305.459570
23,-324.966707
24,-318.655325
25,-325.948019
26,-319.494804
27,-321.630090
28,-309.199930
29,-322.469770
30,-343.318346
31,-295.176450
32,-273.647538
33,-266.898308
34,-277.689947
35,-304.094242
36,-274.877847
37,-285.302578
38,-295.842417
39,-288.494508
40,-266.887940
41,-272.619364
42,-282.217696
43,-278.337543
44,-276.909088
45,-250.319170
