id,importanceSampling
1,-192.767108
2,-260.938573
3,-210.707577
4,-260.733195
5,-155.872689
6,-214.144849
7,-172.579764
8,-212.711217
9,-264.500536
10,-260.902565
11,-198.753719
12,-205.933506
13,-177.513428
14,-238.076570
15,-259.530339
16,-193.841365
17,-136.794184
18,-191.579066
19,-86.354716
20,-145.288560
21,-103.924802
22,-144.287499
23,-196.280029
24,-194.913259
25,-135.182789
26,-135.846671
27,-105.020694
28,-170.058040
29,-187.291073
30,-156.660371
31,-105.084871
32,-151.910919
33,-54.713796
34,-103.367540
35,-64.822458
36,-101.995004
37,-155.395191
38,-152.782989
39,-98.336689
40,-96.452265
41,-70.233499
42,-127.154477
43,-147.845761
44,-112.775860
45,-113.120658
