rep,id,eta_V,eta_Cl
1,1,0.277819,0.170474
2,1,0.227737,0.155895
3,1,0.208259,0.154661
4,1,0.2555,0.177006
5,1,0.22969,0.151978
6,1,0.2119,0.166052
7,1,0.196581,0.161847
8,1,0.243921,0.14897
9,1,0.271409,0.173151
10,1,0.233227,0.160606
1,2,0.239011,0.406632
2,2,0.255633,0.427164
3,2,0.235059,0.430331
4,2,0.240242,0.410329
5,2,0.246786,0.426916
6,2,0.246972,0.426042
7,2,0.259648,0.437227
8,2,0.272524,0.443346
9,2,0.233977,0.415751
10,2,0.238549,0.417571
1,3,0.202045,-0.665848
2,3,0.241019,-0.710775
3,3,0.107779,-0.643378
4,3,0.201916,-0.672079
5,3,0.183886,-0.668846
6,3,0.187697,-0.698631
7,3,0.124912,-0.649345
8,3,0.188554,-0.649781
9,3,0.192324,-0.676502
10,3,0.195092,-0.663526
1,4,0.64939,-0.236764
2,4,0.64233,-0.242307
3,4,0.656032,-0.225881
4,4,0.693029,-0.252862
5,4,0.649246,-0.245488
6,4,0.668926,-0.253351
7,4,0.721805,-0.212833
8,4,0.680204,-0.283645
9,4,0.72701,-0.243977
10,4,0.695858,-0.260017
1,5,-0.175163,0.477125
2,5,-0.189754,0.459264
3,5,-0.214413,0.460483
4,5,-0.224084,0.441944
5,5,-0.203998,0.475572
6,5,-0.169512,0.480441
7,5,-0.234622,0.434156
8,5,-0.193459,0.469594
9,5,-0.262467,0.414185
10,5,-0.234798,0.440468
1,6,0.189706,-0.29005
2,6,0.213525,-0.279622
3,6,0.202257,-0.268221
4,6,0.218539,-0.294514
5,6,0.192768,-0.283088
6,6,0.191315,-0.293989
7,6,0.189604,-0.299216
8,6,0.145663,-0.302777
9,6,0.221889,-0.303594
10,6,0.155835,-0.321061
1,7,0.2439,0.0106284
2,7,0.268533,0.00500786
3,7,0.285443,0.00700837
4,7,0.266899,0.00554117
5,7,0.320534,0.033886
6,7,0.288148,0.0180442
7,7,0.264243,0.00390739
8,7,0.257626,0.0113855
9,7,0.294353,0.0209818
10,7,0.309533,0.0258491
1,8,0.353544,0.084901
2,8,0.319465,0.0766032
3,8,0.321325,0.0630374
4,8,0.383313,0.0905313
5,8,0.37019,0.0827167
6,8,0.348934,0.0786305
7,8,0.360303,0.0891827
8,8,0.341846,0.0756761
9,8,0.37098,0.0846518
10,8,0.354432,0.0832593
1,9,-0.757908,0.226987
2,9,-0.801858,0.195096
3,9,-0.710466,0.271024
4,9,-0.797233,0.201091
5,9,-0.753282,0.240853
6,9,-0.79461,0.198747
7,9,-0.751555,0.235291
8,9,-0.811619,0.190858
9,9,-0.769097,0.225696
10,9,-0.771129,0.226848
1,10,-0.152659,0.176939
2,10,-0.16387,0.16373
3,10,-0.0730387,0.214425
4,10,-0.120024,0.192761
5,10,-0.13916,0.177416
6,10,-0.102896,0.201396
7,10,-0.102532,0.216048
8,10,-0.0889683,0.204004
9,10,-0.143538,0.182755
10,10,-0.125075,0.178306
1,11,-0.509738,0.0311927
2,11,-0.510763,0.0315574
3,11,-0.449504,0.0723889
4,11,-0.468656,0.0647562
5,11,-0.494588,0.0439679
6,11,-0.507241,0.0377335
7,11,-0.482293,0.0564292
8,11,-0.469597,0.0559337
9,11,-0.475535,0.0459217
10,11,-0.516193,0.0366441
1,12,-0.0938554,0.0012066
2,12,-0.0999928,-0.0126971
3,12,-0.0530947,0.0149207
4,12,-0.0813572,0.00705271
5,12,-0.0863459,-0.005422
6,12,-0.100755,-0.00696845
7,12,-0.0460417,0.0158603
8,12,-0.101324,-0.0167345
9,12,-0.136576,-0.0301104
10,12,-0.0973538,0.0039459
1,13,-0.0404738,-0.130627
2,13,-0.00656503,-0.128864
3,13,-0.0601246,-0.137582
4,13,-0.0704127,-0.119817
5,13,-0.0466426,-0.145578
6,13,-0.022813,-0.138568
7,13,-0.0207323,-0.115247
8,13,-0.0397017,-0.119292
9,13,-0.0301321,-0.127781
10,13,-0.0654438,-0.140711
1,14,-0.115466,-0.490151
2,14,-0.164821,-0.523121
3,14,-0.201039,-0.532499
4,14,-0.143237,-0.511117
5,14,-0.151511,-0.522914
6,14,-0.186546,-0.535219
7,14,-0.190566,-0.538858
8,14,-0.204492,-0.51662
9,14,-0.121438,-0.497103
10,14,-0.148564,-0.519669
1,15,-0.235337,0.43344
2,15,-0.198415,0.450298
3,15,-0.205493,0.450372
4,15,-0.203387,0.453523
5,15,-0.226754,0.433087
6,15,-0.231942,0.427402
7,15,-0.203066,0.454466
8,15,-0.221051,0.442844
9,15,-0.187592,0.462975
10,15,-0.18999,0.459652
