id,importanceSampling
1,-290.084458
2,-59.612916
3,-306.897051
4,-305.725933
5,-261.148396
6,-115.522839
7,-275.234489
8,-299.990308
9,-272.871244
10,-271.431779
11,-232.038679
12,-276.626429
13,-296.314675
14,-302.706996
15,-294.401977
16,-16.908017
17,-236.073395
18,-236.602992
19,-194.523747
20,-55.576217
21,-204.600360
22,-228.744213
23,-200.264591
24,-205.714602
25,-164.536133
26,-208.595365
27,-222.593152
28,-230.739353
29,-224.184579
30,-169.323361
31,-197.156180
32,-194.453692
33,-146.596637
34,-28.526155
35,-164.874403
36,-188.694870
37,-161.809372
38,-163.591394
39,-128.005512
40,-167.488657
41,-183.607003
42,-192.659551
43,-186.764145
44,-133.006380
45,-164.804095
