Parameter,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Mean,True
"K_{cl}_typ, L/hr",0.4267390954485086,0.311016613098279,0.31112054208042444,0.31108101949188605,0.31102819282869715,0.31091079476647765,0.310975778431772,0.3109107146653005,0.3109930344527679,0.3109976088639268,0.32257733941280403,1.4
omega_{K_{cl}},0.4,0.20637431355019636,0.2064615956947204,0.20628270032409046,0.20626722422303584,0.20633327490951175,0.20643709581182973,0.20648044533742738,0.20640592314320763,0.20647672881801185,0.2257519301812032,1e-05
"V_c, L",0.7005701789458256,0.644863105068261,0.644847134734,0.6448467432797923,0.6448879293469785,0.6448726972153153,0.6448616278919121,0.6448632458322187,0.6448561924241369,0.6448570587055489,0.6504325913443989,0.68
"\sigma_{m, PK}",0.10000000000000002,0.13808136078799085,0.13810725976972052,0.13809526275567233,0.1380946945983259,0.13810504850445185,0.13810056927101938,0.13809987374663726,0.13809907641595673,0.13810106456011675,0.13428842104098915,0.091
Log-posterior,-inf,11125.518317772785,11125.519262711674,11125.51792054969,11125.519134275619,11125.51876159452,11125.518594513635,11125.519365570155,11125.518506004746,11125.519176401085,nan,nan
