rep,id,eta_V,eta_Cl
1,1,-0.0979895,0
2,1,-0.0992558,0
3,1,-0.0522719,0
4,1,-0.0934074,0
5,1,-0.0904915,0
6,1,-0.0947836,0
7,1,-0.0975401,0
8,1,-0.082102,0
9,1,-0.090993,0
10,1,-0.0895708,0
1,2,0.424735,0
2,2,0.441808,0
3,2,0.43519,0
4,2,0.457385,0
5,2,0.423334,0
6,2,0.477125,0
7,2,0.403539,0
8,2,0.411342,0
9,2,0.419692,0
10,2,0.441486,0
1,3,0.552767,0
2,3,0.55915,0
3,3,0.550909,0
4,3,0.527643,0
5,3,0.573396,0
6,3,0.537826,0
7,3,0.554435,0
8,3,0.565468,0
9,3,0.563167,0
10,3,0.546918,0
1,4,-0.540936,0
2,4,-0.561705,0
3,4,-0.545326,0
4,4,-0.562997,0
5,4,-0.538331,0
6,4,-0.56163,0
7,4,-0.538506,0
8,4,-0.54249,0
9,4,-0.533388,0
10,4,-0.557103,0
1,5,-0.173586,0
2,5,-0.13835,0
3,5,-0.162116,0
4,5,-0.161549,0
5,5,-0.170499,0
6,5,-0.166137,0
7,5,-0.173375,0
8,5,-0.17024,0
9,5,-0.167784,0
10,5,-0.148559,0
1,6,0.0144991,0
2,6,0.033174,0
3,6,0.0110698,0
4,6,0.0228768,0
5,6,0.0366014,0
6,6,0.0349678,0
7,6,0.058359,0
8,6,0.0414722,0
9,6,0.00263518,0
10,6,0.0278592,0
1,7,-0.0183464,0
2,7,0.00402323,0
3,7,-0.00818152,0
4,7,-0.0259565,0
5,7,0.00604069,0
6,7,-0.0580253,0
7,7,-0.0345044,0
8,7,-0.0293359,0
9,7,-0.0336686,0
10,7,-0.0294736,0
1,8,0.373896,0
2,8,0.351555,0
3,8,0.335754,0
4,8,0.354378,0
5,8,0.347772,0
6,8,0.332122,0
7,8,0.319261,0
8,8,0.313182,0
9,8,0.317688,0
10,8,0.335017,0
1,9,0.0438701,0
2,9,0.08523,0
3,9,0.0809895,0
4,9,0.046011,0
5,9,0.104418,0
6,9,0.0588255,0
7,9,0.0955147,0
8,9,0.0827531,0
9,9,0.096943,0
10,9,0.0831905,0
1,10,0.421012,0
2,10,0.437561,0
3,10,0.454991,0
4,10,0.439147,0
5,10,0.425393,0
6,10,0.404806,0
7,10,0.470422,0
8,10,0.392141,0
9,10,0.42195,0
10,10,0.399631,0
1,11,-0.311476,0
2,11,-0.32511,0
3,11,-0.311134,0
4,11,-0.299636,0
5,11,-0.313914,0
6,11,-0.306414,0
7,11,-0.320065,0
8,11,-0.325393,0
9,11,-0.313672,0
10,11,-0.313753,0
1,12,-0.357529,0
2,12,-0.348547,0
3,12,-0.346384,0
4,12,-0.345383,0
5,12,-0.366352,0
6,12,-0.352395,0
7,12,-0.342922,0
8,12,-0.346173,0
9,12,-0.351321,0
10,12,-0.355803,0
1,13,-0.0476555,0
2,13,-0.0663809,0
3,13,-0.0515314,0
4,13,-0.0702027,0
5,13,-0.0548762,0
6,13,-0.0339529,0
7,13,-0.0444424,0
8,13,-0.058772,0
9,13,-0.0571601,0
10,13,-0.0645562,0
1,14,-0.470666,0
2,14,-0.461557,0
3,14,-0.459588,0
4,14,-0.468304,0
5,14,-0.465778,0
6,14,-0.453275,0
7,14,-0.449893,0
8,14,-0.467781,0
9,14,-0.453025,0
10,14,-0.452223,0
1,15,0.0331659,0
2,15,-0.0182226,0
3,15,-0.00844047,0
4,15,-0.0190904,0
5,15,0.00844575,0
6,15,0.0297832,0
7,15,0.0211879,0
8,15,-0.0158203,0
9,15,0.000384454,0
10,15,0.0264313,0
1,16,0.427952,0
2,16,0.403147,0
3,16,0.433123,0
4,16,0.429392,0
5,16,0.377825,0
6,16,0.452449,0
7,16,0.430162,0
8,16,0.37615,0
9,16,0.401013,0
10,16,0.425966,0
1,17,0.550868,0
2,17,0.546622,0
3,17,0.487303,0
4,17,0.519413,0
5,17,0.527489,0
6,17,0.505206,0
7,17,0.542085,0
8,17,0.533709,0
9,17,0.511689,0
10,17,0.508332,0
1,18,-0.540846,0
2,18,-0.530033,0
3,18,-0.553542,0
4,18,-0.551577,0
5,18,-0.554545,0
6,18,-0.54871,0
7,18,-0.564706,0
8,18,-0.540489,0
9,18,-0.542128,0
10,18,-0.54326,0
1,19,-0.17448,0
2,19,-0.185442,0
3,19,-0.144394,0
4,19,-0.162395,0
5,19,-0.183332,0
6,19,-0.179901,0
7,19,-0.200121,0
8,19,-0.173588,0
9,19,-0.164421,0
10,19,-0.171098,0
1,20,0.0377894,0
2,20,0.00759502,0
3,20,0.00131062,0
4,20,0.0411737,0
5,20,0.0199477,0
6,20,0.0196654,0
7,20,0.0428142,0
8,20,0.0101979,0
9,20,0.0605789,0
10,20,0.0377667,0
1,21,-0.0365828,0
2,21,-0.00318008,0
3,21,-3.70877e-05,0
4,21,-0.00951332,0
5,21,-0.0224618,0
6,21,-0.0227879,0
7,21,-0.0305308,0
8,21,-0.00953895,0
9,21,-0.0410706,0
10,21,-0.0353095,0
1,22,0.373776,0
2,22,0.351452,0
3,22,0.369278,0
4,22,0.323385,0
5,22,0.413327,0
6,22,0.323229,0
7,22,0.326835,0
8,22,0.351689,0
9,22,0.315891,0
10,22,0.346276,0
1,23,0.108571,0
2,23,0.118783,0
3,23,0.0979922,0
4,23,0.0982118,0
5,23,0.09192,0
6,23,0.0954762,0
7,23,0.0731223,0
8,23,0.0682064,0
9,23,0.0909399,0
10,23,0.0773245,0
1,24,0.367042,0
2,24,0.336356,0
3,24,0.404997,0
4,24,0.381444,0
5,24,0.349674,0
6,24,0.3628,0
7,24,0.414372,0
8,24,0.38802,0
9,24,0.393079,0
10,24,0.397902,0
1,25,-0.301782,0
2,25,-0.304389,0
3,25,-0.322217,0
4,25,-0.313356,0
5,25,-0.311984,0
6,25,-0.309248,0
7,25,-0.306935,0
8,25,-0.307736,0
9,25,-0.313801,0
