id,importanceSampling
1,-397.242180
2,-386.523398
3,-375.265856
4,-438.585380
5,-385.350905
6,-387.550986
7,-384.193308
8,-377.912486
9,-392.424164
10,-384.236791
11,-396.168874
12,-401.991136
13,-387.773156
14,-422.735485
15,-388.691179
16,-319.455805
17,-316.137308
18,-349.685531
19,-334.935487
20,-313.516547
21,-321.045525
22,-315.810404
23,-328.847631
24,-322.647371
25,-330.411545
26,-341.055638
27,-318.948224
28,-334.341707
29,-335.582593
30,-312.161133
31,-290.075388
32,-301.215207
33,-278.770823
34,-281.990170
35,-294.628054
36,-271.037252
37,-280.295969
38,-277.958600
39,-274.602300
40,-306.373907
41,-285.608652
42,-280.747054
43,-268.683898
44,-278.648330
45,-281.057843
