id,importanceSampling
1,-290.072461
2,-59.489543
3,-306.905159
4,-305.735939
5,-261.170399
6,-115.419468
7,-275.261819
8,-299.986141
9,-272.902290
10,-271.456190
11,-232.057927
12,-276.654041
13,-296.318701
14,-302.723286
15,-294.404991
16,-16.795481
17,-236.079304
18,-236.615715
19,-194.546310
20,-55.477907
21,-204.628023
22,-228.737110
23,-200.296069
24,-205.738905
25,-164.555740
26,-208.623347
27,-222.594349
28,-230.754916
29,-224.186636
30,-169.300520
31,-197.163325
32,-194.465606
33,-146.616707
34,-28.432120
35,-164.902247
36,-188.691097
37,-161.839635
38,-163.616813
39,-128.026267
40,-167.516005
41,-183.609288
42,-192.674681
43,-186.767553
44,-132.985478
45,-164.834342
