id,importanceSampling
1,-265.869746
2,-240.451060
3,-120.825185
4,-251.541540
5,-197.617450
6,-243.598261
7,-271.528618
8,-271.153476
9,-139.985830
10,-241.482485
11,-209.896306
12,-260.866661
13,-263.553463
14,-175.367473
15,-197.272017
16,-170.320121
17,-26.613157
18,-178.048571
19,-127.850532
20,-175.130551
21,-202.099493
22,-201.808422
23,-79.207277
24,-172.014951
25,-151.044340
26,-189.540600
27,-194.870058
28,-110.514127
29,-129.565723
30,-183.599199
31,-9.402146
32,-139.248751
33,-86.580482
34,-131.929278
35,-161.898552
36,-161.792255
37,-26.141504
38,-131.063197
39,-101.194411
40,-151.001041
41,-152.592004
42,-64.561355
43,-90.204236
44,-142.176962
45,-158.473126
