id,importanceSampling
1,-308.439514
2,-342.757220
3,-309.554220
4,-348.146502
5,-293.399622
6,-287.645252
7,-339.801733
8,-284.311738
9,-339.194020
10,-338.293229
11,-337.030502
12,-410.757828
13,-326.557558
14,-199.581446
15,-307.851812
16,-264.348106
17,-246.200427
18,-278.545783
19,-231.135955
20,-215.717539
21,-271.776818
22,-207.628947
23,-265.426763
24,-273.996248
25,-268.246931
26,-350.535575
27,-252.481430
28,-95.611658
29,-228.291605
30,-243.401531
31,-207.134249
32,-238.936738
33,-192.999231
34,-177.560433
35,-230.400348
36,-184.583864
37,-230.592965
38,-225.696022
39,-215.622566
40,-316.840427
41,-213.238205
42,-73.418374
43,-199.319308
44,-206.678307
45,-227.034073
