id,importanceSampling
1,-316.227844
2,-383.992100
3,-331.583912
4,-355.862417
5,-362.672092
6,-383.924928
7,-355.491597
8,-299.771217
9,-345.497059
10,-320.648665
11,-329.793034
12,-217.936207
13,-335.171053
14,-246.515857
15,-271.307948
16,-310.513976
17,-261.911616
18,-296.123526
19,-299.614951
20,-319.059761
21,-286.861270
22,-230.433745
23,-270.727470
24,-254.428335
25,-254.720875
26,-136.636801
27,-269.701317
28,-184.322501
29,-204.695929
30,-338.530045
31,-221.200516
32,-253.404390
33,-259.529823
34,-274.540319
35,-245.799576
36,-191.550952
37,-234.536937
38,-201.115990
39,-213.615675
40,-71.539335
41,-228.002389
42,-153.043940
43,-142.459890
44,-297.873260
45,-210.511191
