id,importanceSampling
1,-391.555348
2,-394.983452
3,-384.288195
4,-392.869834
5,-385.806500
6,-404.163161
7,-385.621411
8,-371.683480
9,-414.880895
10,-390.367299
11,-405.810001
12,-401.569809
13,-388.827850
14,-391.200510
15,-381.917815
16,-331.577705
17,-316.604701
18,-327.841430
19,-328.571350
20,-343.738938
21,-329.424325
22,-324.879974
23,-334.841434
24,-302.181487
25,-316.423192
26,-316.599861
27,-319.183907
28,-335.155079
29,-324.200089
30,-323.447306
31,-277.067616
32,-286.872978
33,-294.090950
34,-290.239714
35,-263.201719
36,-287.505179
37,-308.196598
38,-259.584399
39,-279.599777
40,-272.203307
41,-289.263046
42,-277.324721
43,-290.916920
44,-287.755851
45,-303.530376
