id,importanceSampling
1,-290.073743
2,-59.514052
3,-306.902817
4,-305.733165
5,-261.166835
6,-115.439997
7,-275.256945
8,-299.986008
9,-272.896774
10,-271.451936
11,-232.055537
12,-276.649072
13,-296.317435
14,-302.719695
15,-294.403949
16,-16.817679
17,-236.077368
18,-236.612483
19,-194.542577
20,-55.497358
21,-204.623114
22,-228.737479
23,-200.290551
24,-205.734597
25,-164.553241
26,-208.618274
27,-222.593694
28,-230.751530
29,-224.185792
30,-169.304345
31,-197.161131
32,-194.462539
33,-146.613615
34,-28.450600
35,-164.897280
36,-188.690960
37,-161.834301
38,-163.612317
39,-128.023456
40,-167.511067
41,-183.608393
42,-192.671298
43,-186.766384
44,-132.988909
45,-164.828936
