id,importanceSampling
1,-316.217119
2,-383.993369
3,-331.584460
4,-355.860296
5,-362.660537
6,-383.916967
7,-355.481602
8,-299.759707
9,-345.483763
10,-320.658069
11,-329.780143
12,-218.026440
13,-335.161653
14,-246.512712
15,-271.304634
16,-310.516845
17,-261.909334
18,-296.116361
19,-299.607806
20,-319.047158
21,-286.849227
22,-230.423347
23,-270.715390
24,-254.438739
25,-254.709177
26,-136.722652
27,-269.692487
28,-184.317318
29,-204.692513
30,-338.527691
31,-221.199364
32,-253.398985
33,-259.517589
34,-274.528635
35,-245.790689
36,-191.540595
37,-234.522812
38,-201.129471
39,-213.605194
40,-71.637887
41,-227.992940
42,-153.035713
43,-142.459972
44,-297.869837
45,-210.500390
