id,importanceSampling
1,-128.406111
2,-206.837032
3,-303.033398
4,-355.322459
5,-293.104502
6,-433.217165
7,-450.807005
8,-410.746764
9,-359.707005
10,-325.308600
11,-268.719109
12,-447.538764
13,-314.491018
14,-320.033226
15,-356.937249
16,-178.320701
17,-208.608815
18,-295.521490
19,-229.789953
20,-361.047250
21,-379.951749
22,-343.819350
23,-288.043066
24,-259.561312
25,-205.520548
26,-380.707754
27,-241.910659
28,-248.891228
29,-296.165608
30,-349.903146
31,-219.626018
32,-240.336288
33,-187.115867
34,-314.501438
35,-356.512368
36,-288.581320
37,-250.481619
38,-214.261115
39,-177.710621
40,-338.369218
41,-200.524110
42,-221.764866
43,-240.257174
44,-305.747502
45,-258.438489
