id,importanceSampling
1,-391.526152
2,-394.938986
3,-384.272871
4,-392.877613
5,-385.795004
6,-404.206883
7,-385.608268
8,-371.663423
9,-414.920322
10,-390.360472
11,-405.829697
12,-401.563783
13,-388.807239
14,-391.170503
15,-381.894051
16,-331.570885
17,-316.615794
18,-327.887593
19,-328.600800
20,-343.735715
21,-329.389796
22,-324.870783
23,-334.858602
24,-302.175928
25,-316.391908
26,-316.605658
27,-319.190482
28,-335.188764
29,-324.238710
30,-323.386134
31,-277.042085
32,-286.881131
33,-294.143287
34,-290.246911
35,-263.166629
36,-287.523155
37,-308.216268
38,-259.548592
39,-279.580206
40,-272.210053
41,-289.261317
42,-277.347973
43,-290.929765
44,-287.765721
45,-303.568941
