id,importanceSampling
1,-385.524544
2,-390.612112
3,-394.057115
4,-411.805171
5,-403.590992
6,-400.484400
7,-393.403091
8,-386.381482
9,-397.188216
10,-381.130460
11,-395.193824
12,-396.519094
13,-366.149313
14,-390.257710
15,-400.423309
16,-325.278859
17,-306.743474
18,-313.007608
19,-322.904093
20,-322.143196
21,-331.313487
22,-307.487940
23,-348.166263
24,-320.269006
25,-321.498003
26,-324.970819
27,-317.031660
28,-314.830394
29,-328.155744
30,-320.071471
31,-297.774645
32,-279.333492
33,-296.780574
34,-259.043221
35,-293.134895
36,-279.240630
37,-307.021800
38,-290.376413
39,-296.739550
40,-272.038397
41,-288.945562
42,-271.732804
43,-287.334529
44,-282.721314
45,-293.475250
