id,importanceSampling
1,-340.086225
2,-285.420781
3,-314.498065
4,-325.088765
5,-311.290104
6,-293.215978
7,-311.804406
8,-347.915750
9,-276.291687
10,-339.710306
11,-345.507704
12,-335.370028
13,-295.935225
14,-313.040477
15,-330.970931
16,-202.060634
17,-237.285271
18,-260.173006
19,-235.198696
20,-230.145971
21,-250.779322
22,-283.020248
23,-194.121354
24,-268.391239
25,-268.108451
26,-263.327839
27,-221.582905
28,-231.029793
29,-271.604846
30,-133.796641
31,-212.218245
32,-227.937588
33,-202.702903
34,-181.611700
35,-202.577943
36,-242.841930
37,-169.510761
38,-229.796321
39,-228.222125
40,-227.757566
41,-185.271779
42,-193.070470
43,-230.971278
44,-70.411409
45,-233.362663
