id,importanceSampling
1,-328.358525
2,-365.131165
3,-266.828268
4,-215.170169
5,-450.410291
6,-296.496147
7,-310.995999
8,-299.950020
9,-267.877727
10,-389.182066
11,-332.663308
12,-357.634053
13,-338.849701
14,-298.364837
15,-445.535403
16,-301.307029
17,-196.470612
18,-142.814127
19,-387.894491
20,-232.351856
21,-244.462635
22,-229.115074
23,-204.298832
24,-321.690630
25,-282.511022
26,-286.801702
27,-266.175821
28,-233.511786
29,-376.979112
30,-308.078842
31,-162.262660
32,-114.259244
33,-347.110178
34,-188.212083
35,-209.418249
36,-195.375880
37,-114.131109
38,-274.971395
39,-225.636218
40,-245.327793
41,-229.171659
42,-186.392770
43,-337.596218
44,-267.200719
45,-146.858132
