id,importanceSampling
1,-396.949191
2,-386.426090
3,-375.125396
4,-438.406917
5,-385.099726
6,-387.330826
7,-384.768075
8,-377.845291
9,-392.432761
10,-384.277053
11,-396.291833
12,-402.306754
13,-387.584532
14,-422.715216
15,-389.233728
16,-319.412523
17,-316.001844
18,-349.707347
19,-334.504444
20,-313.439212
21,-320.848526
22,-315.917385
23,-328.794147
24,-322.391717
25,-330.276685
26,-340.917391
27,-319.336226
28,-334.423069
29,-335.729268
30,-312.182865
31,-290.204315
32,-301.709650
33,-278.479362
34,-282.314845
35,-294.316268
36,-271.178138
37,-279.929643
38,-277.642652
39,-275.283209
40,-306.438401
41,-285.156374
42,-280.849896
43,-268.643997
44,-278.710103
45,-280.680462
