id,importanceSampling
1,-370.376787
2,-401.892506
3,-414.871891
4,-401.646851
5,-394.340885
6,-407.281452
7,-371.036760
8,-365.420262
9,-389.016733
10,-392.275068
11,-370.883801
12,-402.682718
13,-406.802398
14,-381.482455
15,-395.060167
16,-321.094950
17,-324.323294
18,-333.372676
19,-327.188164
20,-330.623121
21,-325.682802
22,-305.422562
23,-324.730135
24,-318.622272
25,-325.907072
26,-319.311974
27,-321.901580
28,-309.402373
29,-324.050020
30,-343.187378
31,-295.445480
32,-273.450655
33,-266.842171
34,-277.513659
35,-303.930443
36,-276.164183
37,-285.117334
38,-295.745216
39,-288.279698
40,-266.723906
41,-272.377217
42,-282.266156
43,-278.062739
44,-278.591801
45,-249.967810
