rep,id,V,Cl
1,1,5.55267,2.84633
2,1,5.55267,2.89372
3,1,5.55267,2.87613
4,1,5.55267,2.81619
5,1,5.55267,2.84558
6,1,5.55267,2.87372
7,1,5.55267,2.83767
8,1,5.55267,2.93433
9,1,5.55267,2.84101
10,1,5.55267,2.85336
1,2,5.55267,2.4179
2,2,5.55267,2.46656
3,2,5.55267,2.52877
4,2,5.55267,2.52338
5,2,5.55267,2.52048
6,2,5.55267,2.52569
7,2,5.55267,2.53667
8,2,5.55267,2.45355
9,2,5.55267,2.41483
10,2,5.55267,2.5031
1,3,5.55267,2.4167
2,3,5.55267,2.42448
3,3,5.55267,2.43297
4,3,5.55267,2.46057
5,3,5.55267,2.44662
6,3,5.55267,2.41816
7,3,5.55267,2.44199
8,3,5.55267,2.41692
9,3,5.55267,2.43918
10,3,5.55267,2.41439
1,4,5.55267,3.77715
2,4,5.55267,3.64853
3,4,5.55267,3.7498
4,4,5.55267,3.63844
5,4,5.55267,3.65962
6,4,5.55267,3.75584
7,4,5.55267,3.72584
8,4,5.55267,3.76015
9,4,5.55267,3.73433
10,4,5.55267,3.77623
1,5,5.55267,2.86932
2,5,5.55267,2.98296
3,5,5.55267,2.8997
4,5,5.55267,2.91469
5,5,5.55267,2.86284
6,5,5.55267,2.91301
7,5,5.55267,2.93141
8,5,5.55267,2.89269
9,5,5.55267,2.96842
10,5,5.55267,2.82605
1,6,5.55267,2.71738
2,6,5.55267,2.71976
3,6,5.55267,2.69078
4,6,5.55267,2.73311
5,6,5.55267,2.72004
6,6,5.55267,2.684
7,6,5.55267,2.79372
8,6,5.55267,2.71275
9,6,5.55267,2.7181
10,6,5.55267,2.77983
1,7,5.55267,2.77221
2,7,5.55267,2.88638
3,7,5.55267,2.81425
4,7,5.55267,2.83416
5,7,5.55267,2.85406
6,7,5.55267,2.73715
7,7,5.55267,2.85662
8,7,5.55267,2.87339
9,7,5.55267,2.81413
10,7,5.55267,2.77739
1,8,5.55267,2.58848
2,8,5.55267,2.47126
3,8,5.55267,2.46621
4,8,5.55267,2.60177
5,8,5.55267,2.47147
6,8,5.55267,2.55178
7,8,5.55267,2.59205
8,8,5.55267,2.49351
9,8,5.55267,2.47019
10,8,5.55267,2.5016
1,9,5.55267,2.68183
2,9,5.55267,2.67192
3,9,5.55267,2.77207
4,9,5.55267,2.60602
5,9,5.55267,2.76814
6,9,5.55267,2.70123
7,9,5.55267,2.75083
8,9,5.55267,2.69492
9,9,5.55267,2.73348
10,9,5.55267,2.68492
1,10,5.55267,2.53468
2,10,5.55267,2.47423
3,10,5.55267,2.5184
4,10,5.55267,2.48737
5,10,5.55267,2.49564
6,10,5.55267,2.52538
7,10,5.55267,2.58964
8,10,5.55267,2.4495
9,10,5.55267,2.52904
