id,importanceSampling
1,-346.867201
2,-323.830850
3,-377.053032
4,-323.108936
5,-399.048379
6,-292.464211
7,-412.983563
8,-368.806901
9,-374.999123
10,-409.211520
11,-356.427630
12,-411.480928
13,-366.708675
14,-393.403590
15,-355.605678
16,-251.128634
17,-301.397747
18,-249.548719
19,-326.585272
20,-217.155621
21,-344.157046
22,-300.035278
23,-302.216865
24,-343.165524
25,-284.982544
26,-331.244757
27,-280.614825
28,-321.072466
29,-288.760212
30,-57.330042
31,-264.456939
32,-198.283500
33,-275.618570
34,-198.381135
35,-308.142835
36,-251.559975
37,-278.643186
38,-290.053168
39,-267.389921
40,-294.231761
41,-242.800405
42,-282.239954
43,-257.390536
44,-21.917314
45,-287.745377
